,Unnamed: 0,sentences,name,country,page,languages,legible,results,class
1907,3541,"kenya has established itself as a global leader in mobile money, and growth driven by new information and communications technology. this trend will be continued. growth in global business outsourcing bop industry has also opened a new window for kenya to initiate greater expansion of it enabled services ties and bpo. the sector is especially critical to this plan because it has the potential to create job opportunities in large numbers while contributing strongly to the overall gdp growth as it has in the past. to achieve this,the government will aim at universal access to ict, development of digital content, promoting e government services and encourage the establishment of more ict based industries.",Vision 2030,12,46,en,"Kenya has established itself as a global leader in mobile money, and growth driven by new information and communications technology. This trend will be continued. Growth in global business outsourcing bop industry has also opened a new window for kenya to initiate greater expansion of it enabled services ties and bpo. The sector is especially critical to this plan because it has the potential to create job opportunities in large numbers while contributing strongly to the overall GDP growth as it has in the past. To achieve this,the government will aim at universal access to ict, development of digital content, promoting e-government services and encourage the establishment of more ict based industries.",0.41622292826515705,n
1913,3551,to harness biotechnology for the country's development to enhance institutional and human capacity and develop an enabling policy and legal environment for harnessing biotechnology and other bio resources to produce goods and services by 201 7,Vision 2030,12,48,en,To harness biotechnology for the country's development to enhance institutional and human capacity and develop an enabling policy and legal environment for harnessing biotechnology and other bio resources to produce goods and services by 2017,0.4001095296352321,n
1920,4481,tenure; provision and maintenance of current and accurate geospatial information; pro for inter ministerial relationships and public private partnerships; and institutionalization of the use of information and communication technology ict. finalization of various land bills in line with the constitution; facilitation of the implementation of kenya vision 203 0 flagship projects relevant to the ministry; provision of appropriate and adequate land use framework to guide socio economic development; provision of efficient and effective land administration services; facilitation of the provision of secure land in of capacity for effective and efficient ministerial service delivery; promotion of opportunity source of indicative budget kshs. millions,Vision 2030,12,51,en,Tenure; provision and maintenance of current and accurate geospatial information; pro for inter-ministerial relationships and public private partnerships; and institutionalization of the use of information and communication technology ict. Finalization of various land bills in line with the constitution; facilitation of the implementation of kenya vision 2030 flagship projects relevant to the ministry; provision of appropriate and adequate land use framework to guide socio-economic development; provision of efficient and effective land administration services; facilitation of the provision of secure land in of capacity for effective and efficient ministerial service delivery; promotion of opportunity source of indicative budget kshs. Millions,0.44683475574086895,n
1922,1421,"to reduce operational bureaucracies and provide fast and convenient services to customers pr projects undertaken at the national, ministry, to create an enabling environment to redesign efficient service delivery processes and systems regulations and legislation that recognize electronic records and allow for redesigning service delivery processes to ensure efficiency, transparency and speed in financial management and procurement reliable integrated financial management system and procurement and payment system established build capacity of ksg",Vision 2030,12,52,en,"To reduce operational bureaucracies and provide fast and convenient services to customers PR projects undertaken at the national, ministry, to create an enabling environment to redesign efficient service delivery processes and systems regulations and legislation that recognize electronic records and allow for redesigning service delivery processes to ensure efficiency, transparency and speed in financial management and procurement reliable integrated financial management system and procurement and payment system established build capacity of ksg",0.435930815652634,i
1923,2111,to streamline national human resource planning and development to ensure that the country has the right skills to actualize vision 203 0 development to the needs of industry development and implementation of an integrated national hr development strategy thirds and national labour market information system mils human resources development and capacity bu programmes harmonized and coordinated national capacity building programmes; national skills audit conducted. create a pool of skilled manpower for industry to develop human resource within employment; to equip the youth with appropriate technical and vocational skills for the industry enhance youth and industrial training capacity building for the national industrial training authority nita and establish model vocational training centers to build capacity and develop vocational and technical skills relevant to the labour demands of industry capacity for the national industry training authority nita enhanced model vocational training centers established.,Vision 2030,12,53,en,To streamline national human resource planning and development to ensure that the country has the right skills to actualize vision 2030 development to the needs of industry development and implementation of an integrated national HR development strategy thirds and national labour market information system mils human resources development and capacity bu programmes harmonized and coordinated national capacity building programmes; national skills audit conducted. Create a pool of skilled manpower for industry to develop human resource within employment; to equip the youth with appropriate technical and vocational skills for the industry enhance youth and industrial training capacity building for the national industrial training authority nita and establish model vocational training centers to build capacity and develop vocational and technical skills relevant to the labour demands of industry capacity for the national industry training authority nita enhanced model vocational training centers established.,0.43358906333834096,n
1924,9217,"goal facilitate employment creation and access to employment opportunities strategic objectives to promote employment creation as a key macro economic indicator strategic thrust mainstreaming employment creation in all sectors and re engineering public and employment services promote employment national employment molss&s, nita, | 201 3   gok 1,96 1 75 3 46 6 34 0 22 3 17 9 creation in foreign mainstreaming | strategy and policy for nsis, kenya 201 7 countries of employment | kenya implemented; green | police, mofa&it creation at all jobs in the country created;  molss&s levels diaspora policy developed  goal to promote growth and development of mse",Vision 2030,12,54,en,"Goal facilitate employment creation and access to employment opportunities strategic objectives to promote employment creation as a key macro economic indicator strategic thrust mainstreaming employment creation in all sectors and re-engineering public and employment services promote employment national employment molss&s, nita, | 2013 - gok 1,961 753 466 340 223 179 creation in foreign mainstreaming | strategy and policy for nsis, kenya 2017 countries of employment | kenya implemented; green | police, mofa&it creation at all jobs in the country created;  molss&s levels diaspora policy developed  goal to promote growth and development of mse",0.40928980937148496,n
1937,6321,to facilitate access of animal products to local regional and external markets within international standards.,Vision 2030,12,64,en,To facilitate access of animal products to local regional and external markets within international standards.,0.41783386621866,i
1939,18113,indicative budget kshs. millions access to agricultural extension service increase access to chagrin inputs access to agricultural inputs simplified increase access to credit and increase no. of producers ing affordableservices incl durance schemes development and rehabilitation of water harvesting and construct water harvesting structures expand area under irrigation increased production from asal; increased area under irrigation; water harvesting & storage dams constructed. agricultural market access and value ad to enhance agricultural product development and marketing systems.,Vision 2030,12,65,en,Indicative budget kshs. Millions access to agricultural extension service increase access to chagrin inputs access to agricultural inputs simplified increase access to credit and increase no. Of producers ing affordableservices incl durance schemes development and rehabilitation of water harvesting and construct water harvesting structures expand area under irrigation increased production from asal; increased area under irrigation; water harvesting & storage dams constructed. Agricultural market access and value ad to enhance agricultural product development and marketing systems.,0.40116156327230795,i
1950,1617,"to promote technology transfer, capacity building, product design and development and marketing of mse products.",Vision 2030,12,70,en,"To promote technology transfer, capacity building, product design and development and marketing of mse products.",0.442731633305609,n
1951,1023,"export promotion council to selected counties, undertake outreach programmes to exporters and establish and operationalize a centre for product design and development up to date export trade business information through procurement of trade information subscription to trade databases",Vision 2030,12,71,en,"Export promotion council to selected counties, undertake outreach programmes to exporters and establish and operationalize a centre for product design and development up-to-date export trade business information through procurement of trade information subscription to trade databases",0.426253854012892,n
1960,1024,investor identified; mini steel mill in place restructured nmc. skills development for technical human resource for the manufacturing sector to create a global competitive and adaptive human resource base for manufacturing sector needs analysis report transformation of kit as centre of excellence; nous in place for academia industry inkages; packaging resource centre transformation of birdie into a world class research institution to enhance capacity for research & development and technology transfer.,Vision 2030,12,75,en,Investor identified; mini steel mill in place-restructured nmc. Skills development for technical human resource for the manufacturing sector to create a global competitive and adaptive human resource base for manufacturing sector needs analysis report transformation of kit as centre of excellence; nous in place for academia industry inkages; packaging resource centre transformation of birdie into a world class research institution to enhance capacity for research & development and technology transfer.,0.422771507008654,n
1981,837,"develop rewards system |mohcounty govt |5 gok 3,10 7 1 3 6 0 1,01 0 1,01 2 1,01 2 incentive and established; retention health system schemes for management health workers _|institution in hardship established. areas project name establish e health hubs in 5 8 health facilities. project goal to promote and facilitate use of ict to improve patient care.",Vision 2030,12,87,en,"Develop rewards system |mohcounty govt |5 gok 3,107 13 60 1,010 1,012 1,012 incentive and established; retention health system schemes for management health workers  |institution in hardship established. Areas project name establish e-health hubs in 58 health facilities. Project goal to promote and facilitate use of ict to improve patient care.",0.43120246403411,n
1983,1521,1. national priority setting and identification of sustainable funding mechanisms 2. to establish and maintain a policymaker targeted website architecture.,Vision 2030,12,87,en,1. National priority setting and identification of sustainable funding mechanisms 2. To establish and maintain a policymaker-targeted website architecture.,0.42851963465185605,i
