"","sentences","name","country","page","languages","legible","results"
"3274","while significant efforts in the fight against climate change are ongoing, this study signals existing policy gaps which need immediate redress. the study is an integral part of a project   building capacity for integrated approaches to climate change adaptation in malawi. the general objective of the project is to enhance malawis existing climate initiatives by strengthening capacity for long term investment in, and management of climate change for sustainable development. ","Sector Policies Response",NA,"6","en","While significant efforts in the fight against climate change are ongoing, this study signals existing policy gaps which need immediate redress. The study is an integral part of a project - building capacity for integrated approaches to climate change adaptation in malawi. The general objective of the project is to enhance malawis existing climate initiatives by strengthening capacity for long-term investment in, and management of climate change for sustainable development.",0.364629996396625
"5234","plate 6 and 7 vegetable production by drip irrigation and sale utilisation, jeans policy on floods the international case studies provide several examples of policies that can reduce vulnerability and increase resilience among the most affected people. regulations that govern development should seek to avoid construction of homes and industrial sites in areas subject to risk of earthquake or flooding; failing that, such regulations should encourage with subsidies and other incentives, if necessary buildings and settlements more likely to withstand such hazards. rural development policies should provide incentives for households to engage in farming and settlement behavior that does not increase the rural sectors vulnerability to hazards e.g. deforestation. furthermore, these policies should encourage urban and rural development that will permit the timely delivery of post disaster aid by avoiding entirely unregulated and chaotic irregular urban settlement, for example. finally, such regulations must be effectively monitored and enforced. whether the resources necessitated by such policies are generated domestically or are financed by foreign aid, their effective implementation will require location specific knowledge that can only be provided by domestic policy makers in concert with their constituents. integration of cc and drr development of national adaptation strategies represents an important opportunity to integrate climate change risks and climate change adaptation, as has been achieved elsewhere undp, 201 0. integration of disaster risk reduction and climate change adaptation brings together individuals working in the fields of socio economic development, humanitarian assistance, climate risk management and disaster risk reduction. there is an urgent need to develop a common language and understanding between these groups. effective communication is a prerequisite to coordination and harmonization. one impediment is the way in which weather and climate change information is packaged, delivered and presented. often it is not immediately usable in everyday decision making that shapes the lives, livelihoods and responses of ordinary people to climate extremes, variability and change. ","Sector Policies Response",NA,"60","en","Plate 6 and 7 vegetable production by drip irrigation and sale utilisation, jeans policy on floods the international case studies provide several examples of policies that can reduce vulnerability and increase resilience among the most affected people. Regulations that govern development should seek to avoid construction of homes and industrial sites in areas subject to risk of earthquake or flooding; failing that, such regulations should encourage with subsidies and other incentives, if necessary buildings and settlements more likely to withstand such hazards. Rural-development policies should provide incentives for households to engage in farming and settlement behavior that does not increase the rural sectors vulnerability to hazards e.g. Deforestation. Furthermore, these policies should encourage urban and rural development that will permit the timely delivery of post-disaster aid by avoiding entirely unregulated and chaotic irregular urban settlement, for example. Finally, such regulations must be effectively monitored and enforced. Whether the resources necessitated by such policies are generated domestically or are financed by foreign aid, their effective implementation will require location-specific knowledge that can only be provided by domestic policy-makers in concert with their constituents. Integration of CC and DRR development of national adaptation strategies represents an important opportunity to integrate climate change risks and climate change adaptation, as has been achieved elsewhere undp, 2010. Integration of disaster risk reduction and climate change adaptation brings together individuals working in the fields of socio-economic development, humanitarian assistance, climate risk management and disaster risk reduction. There is an urgent need to develop a common language and understanding between these groups. Effective communication is a prerequisite to coordination and harmonization. One impediment is the way in which weather and climate change information is packaged, delivered and presented. Often it is not immediately usable in everyday decision-making that shapes the lives, livelihoods and responses of ordinary people to climate extremes, variability and change.",0.346002046626099
"2384","farming policy options as the impacts of climate change intensify, smallholder farmers in the country are increasingly adopting conservation agriculture e.g. maximum groundbreaking tillage to reduce the vulnerability of agricultural systems and the rural communities that depend on them for their livelihood to climate change or climate variability. rainfall variability is a major constraint. however, the effects of variable rainfall are often exacerbated by local environmental degradation. therefore, curbing land degradation can play an important role in mitigating the negative impacts of climate change. agro forestry systems not only provide a great opportunity for sequestering carbon, and hence helping to mitigate climate change, but they also enhance the adaptive capacity of smallholder farmers. however, these ca technologies practices need to be assessed more effectively to provide comprehensive guidelines for wide use. composite manure is integral to conservation agriculture but the practice has the potential to contribute to ch4 emissions if not properly used. there is therefore need for more research to provide recommended ways of organic manure use. ","Sector Policies Response",NA,"61","en","Farming policy options as the impacts of climate change intensify, smallholder farmers in the country are increasingly adopting conservation agriculture e.g. Maximum groundbreaking tillage to reduce the vulnerability of agricultural systems and the rural communities that depend on them for their livelihood to climate change or climate variability. Rainfall variability is a major constraint. However, the effects of variable rainfall are often exacerbated by local environmental degradation. Therefore, curbing land degradation can play an important role in mitigating the negative impacts of climate change. Agro-forestry systems not only provide a great opportunity for sequestering carbon, and hence helping to mitigate climate change, but they also enhance the adaptive capacity of smallholder farmers. However, these ca technologies practices need to be assessed more effectively to provide comprehensive guidelines for wide use. Composite manure is integral to conservation agriculture but the practice has the potential to contribute to ch4 emissions if not properly used. There is therefore need for more research to provide recommended ways of organic manure use.",0.274389261292915
"3283","this chapter assembles key findings on the policy analyses and draws general and sector specific recommendations and conclusions. the chapter analyses three possibilities of addressing climate change policy gaps. these include the development of a standalone policy, bridging sectoral policy gaps or currently undertaking both. ","Sector Policies Response",NA,"62","en","This chapter assembles key findings on the policy analyses and draws general and sector specific recommendations and conclusions. The chapter analyses three possibilities of addressing climate change policy gaps. These include the development of a standalone policy, bridging sectoral policy gaps or currently undertaking both.",0.267061248538625
"5244","finding # 1 there are many policies, laws and programmes related to climate change but they are generally fragmented sector specific andor broadly framed thereby offering very limited scope for addressing the complexity of climate change policy goals. malawi has numerous policies such as the national environmental policy 200 4, the national water policy 200 5, the national energy policy 200 3 and the draft agriculture policy 201 0, supported by legal frameworks including the ems 199 6, the forestry act 199 6, water act, energy act and the disaster preparedness and relief act prada 199 1. there are also national strategies such as the malawi, development and growth strategy mdgs, the national strategy for sustainable development nssd, and the national adaptation programme of action napa. except for the napa, these documents however, do not necessarily focus on climate change mitigation and adaptation policies although indirectly they support these goals. the legal frameworks do not provide enforcement mechanisms for abatement of greenhouse emissions. similarly, measures for adaptation to climate change have been given a very brief attention despite the need for a comprehensive strategy. ","Sector Policies Response",NA,"62","en","Finding # 1 there are many policies, laws and programmes related to climate change but they are generally fragmented sector-specific andor broadly framed thereby offering very limited scope for addressing the complexity of climate change policy goals. Malawi has numerous policies such as the national environmental policy 2004, the national water policy 2005, the national energy policy 2003 and the draft agriculture policy 2010, supported by legal frameworks including the ems 1996, the forestry act 1996, water act, energy act and the disaster preparedness and relief act prada 1991. There are also national strategies such as the malawi, development and growth strategy mdgs, the national strategy for sustainable development nssd, and the national adaptation programme of action napa. Except for the napa, these documents however, do not necessarily focus on climate change mitigation and adaptation policies although indirectly they support these goals. The legal frameworks do not provide enforcement mechanisms for abatement of greenhouse emissions. Similarly, measures for adaptation to climate change have been given a very brief attention despite the need for a comprehensive strategy.",0.392736292451175
"6174","finding # 2 there are clear differences being drawn between cc and disaster risk reduction drr in the country. yet, these two fields have the potential to benefit if policies combined them to address natural disasters in general and those related climate change in particular. ","Sector Policies Response",NA,"62","en","Finding # 2 there are clear differences being drawn between CC and disaster risk reduction DRR in the country. Yet, these two fields have the potential to benefit if policies combined them to address natural disasters in general and those related climate change in particular.",0.256568468849991
"2393","a single long term policy framework would provide greater benefits by preventing duplication of efforts. ","Sector Policies Response",NA,"63","en","A single long-term policy framework would provide greater benefits by preventing duplication of efforts.",0.233438773477339
"3293","finding # 3 almost all legal, policy and sectoral development frameworks reviewed here engage very limited research in the process of integration of climate change. ","Sector Policies Response",NA,"63","en","Finding # 3 almost all legal, policy and sectoral development frameworks reviewed here engage very limited research in the process of integration of climate change.",0.341399616370005
"4273","the study shows that the policies and legislation do not have provision that encourage research on climate change mitigation and adaptation, yet there are existing knowledge gaps necessary for effective response to climate change. while research on climate change is generally expensive the benefits over time cannot be questioned. management of climate change by its nature ought to be adaptive depending on emerging challenges. this requires continuous knowledge generation to support decision making. ","Sector Policies Response",NA,"63","en","The study shows that the policies and legislation do not have provision that encourage research on climate change mitigation and adaptation, yet there are existing knowledge gaps necessary for effective response to climate change. While research on climate change is generally expensive the benefits over time cannot be questioned. Management of climate change by its nature ought to be adaptive depending on emerging challenges. This requires continuous knowledge generation to support decision making.",0.350843589989481
"6184","finding # 4 climate change impacts will be significant on communities, including the natural resources they own and rely on; however, while the napa is well informed and well intentioned the ability of government to reduce the vulnerability of communities still remains limited. our field visits in natural disaster prone areas gathered the understanding that drought and floods pose a growing threat to the poor communities especially children and women living in these areas. these shocks, in addition to causing deaths and injuries, give rise to long lasting damage, as buildings, homes and infrastructure are destroyed and scarce resources are diverted to coping with reconstruction. despite the frequent occurrence of floods in many districts of the country the response to floods has remained ad hoc and short term providing largely reliefs. except for the relief after disasters, vulnerable communities lack the necessary capacity to deal with these events for the long term benefits. ","Sector Policies Response",NA,"63","en","Finding # 4 climate change impacts will be significant on communities, including the natural resources they own and rely on; however, while the napa is well-informed and well-intentioned the ability of government to reduce the vulnerability of communities still remains limited. Our field visits in natural disaster prone areas gathered the understanding that drought and floods pose a growing threat to the poor communities especially children and women living in these areas. These shocks, in addition to causing deaths and injuries, give rise to long lasting damage, as buildings, homes and infrastructure are destroyed and scarce resources are diverted to coping with reconstruction. Despite the frequent occurrence of floods in many districts of the country the response to floods has remained ad-hoc and short-term providing largely reliefs. Except for the relief after disasters, vulnerable communities lack the necessary capacity to deal with these events for the long-term benefits.",0.190997568425302
"7165","finding #5 while there are limited efforts directed towards addressing climate change within public sector policies, there is apparent lack of coordination resulting in duplication of efforts and disharmony. policies that are formulated without considering the cross links can unintentionally undermine the effectiveness of public sector policies and programs because of unaddressed conflicts between the strategies. ","Sector Policies Response",NA,"63","en","Finding #5 while there are limited efforts directed towards addressing climate change within public sector policies, there is apparent lack of coordination resulting in duplication of efforts and disharmony. Policies that are formulated without considering the cross-links can unintentionally undermine the effectiveness of public sector policies and programs because of unaddressed conflicts between the strategies.",0.28310182701316
"2403","our field observations supported by the literature review suggest that the development of national and sectoral policies in malawi is largely driven by three major policy goals   the motivation to reduce poverty, economic growth and food security. indirectly, activities involved to achieve these goals serve as important adaptation measures to reduce vulnerability of the poor masses. however, activities meant to achieve one goal can also unintentionally contribute to ghg emissions. two examples may suffice to support this conclusion. first, conservation agriculture ca is now being adopted as a means to achieve soil and water conservation thereby cushioning the limitation in crop soil moisture during periods of dry spells. in addition, the use of manure is one of the activities involved in ca. however, application of manure if not properly managed can promote the ch4 emission. ","Sector Policies Response",NA,"64","en","Our field observations supported by the literature review suggest that the development of national and sectoral policies in malawi is largely driven by three major policy goals - the motivation to reduce poverty, economic growth and food security. Indirectly, activities involved to achieve these goals serve as important adaptation measures to reduce vulnerability of the poor masses. However, activities meant to achieve one goal can also unintentionally contribute to GHG emissions. Two examples may suffice to support this conclusion. First, conservation agriculture ca is now being adopted as a means to achieve soil and water conservation thereby cushioning the limitation in crop soil moisture during periods of dry spells. In addition, the use of manure is one of the activities involved in ca. However, application of manure if not properly managed can promote the ch4 emission.",0.270838645463642
"3302","the second example relates to activities intended to achieve food security. because the availability residual moisture, rimbaud and river bank cultivation are increasingly employed as strategies to increase crop production. eventually, these activities erode the stability of the river banks making them susceptible to flooding. rimbaud cultivation is increasingly reducing the potential for these areas to act as carbon sinks. thus, the policy of ensuring food security can be achieved at the expense of reducing the opportunity for mitigation goals. these observations suggest the need for an integrated climate change policy. ","Sector Policies Response",NA,"64","en","The second example relates to activities intended to achieve food security. Because the availability residual moisture, rimbaud and river bank cultivation are increasingly employed as strategies to increase crop production. Eventually, these activities erode the stability of the river banks making them susceptible to flooding. Rimbaud cultivation is increasingly reducing the potential for these areas to act as carbon sinks. Thus, the policy of ensuring food security can be achieved at the expense of reducing the opportunity for mitigation goals. These observations suggest the need for an integrated climate change policy.",0.278079440682023
"5253","this section draws some policy recommendations from the findings of the review, local and international case studies. the recommendations are classified into two categories  sector specific and general recommendations. the sector specific recommendations are provided for the attention of the responsible government departments while the general recommendations will be useful in the development of an integrated climate change policy. some of the recommendations will require critical evaluation to test for their applicability within specific contexts. ","Sector Policies Response",NA,"64","en","This section draws some policy recommendations from the findings of the review, local and international case studies. The recommendations are classified into two categories  sector specific and general recommendations. The sector specific recommendations are provided for the attention of the responsible government departments while the general recommendations will be useful in the development of an integrated climate change policy. Some of the recommendations will require critical evaluation to test for their applicability within specific contexts.",0.283114997046044
"6193","the policy recommendations described here are among many that could reduce the potential risks of climate change for the country. this is not meant to be an exhaustive list, but one that is suggestive of what can be done to prepare for climate change. policy makers in the country should evaluate these options based on the degree to which they may help address known climate variability and other current concerns as well as the degree to which they will ease potential burdens on future generations. ","Sector Policies Response",NA,"64","en","The policy recommendations described here are among many that could reduce the potential risks of climate change for the country. This is not meant to be an exhaustive list, but one that is suggestive of what can be done to prepare for climate change. Policy makers in the country should evaluate these options based on the degree to which they may help address known climate variability and other current concerns as well as the degree to which they will ease potential burdens on future generations.",0.276027664821384
"24214","development&d to provide further knowledge as regards the optimal way manure should be used. ","Sector Policies Response",NA,"65","en","Development&d to provide further knowledge as regards the optimal way manure should be used.",0.156169759146052
"33112","recommendation 2 smallholder farmers are increasingly adopting fast maturing crop varieties bred at research stations at the expense of local varieties. this should provide a wake up call for all concerned. fast maturing varieties provide a short term solution to hunger, but potential losses from the crop gene pool should not be underestimated. we recommend that traditional crops and their wild relatives should be protected. ","Sector Policies Response",NA,"65","en","Recommendation 2 smallholder farmers are increasingly adopting fast-maturing crop varieties bred at research stations at the expense of local varieties. This should provide a wake-up call for all concerned. Fast-maturing varieties provide a short-term solution to hunger, but potential losses from the crop gene pool should not be underestimated. We recommend that traditional crops and their wild relatives should be protected.",0.152002945727444
"4283","recommendation 3 government should support research institutions to continue developing new crop types and enhance seed banks. seed banks that maintain a variety of seed types provide an opportunity for farmers to diversify, allowing them to both counter the threat of climate change and develop a profitable specialization. development of more and better heat and drought resistant crops will help fulfil1 current and future country food demand by enabling production in marginal areas to expand. improvements will be critical because the country population continues to increase, with or without climate change. ","Sector Policies Response",NA,"65","en","Recommendation 3 government should support research institutions to continue developing new crop types and enhance seed banks. Seed banks that maintain a variety of seed types provide an opportunity for farmers to diversify, allowing them to both counter the threat of climate change and develop a profitable specialization. Development of more and better heat and drought-resistant crops will help fulfil1 current and future country food demand by enabling production in marginal areas to expand. Improvements will be critical because the country population continues to increase, with or without climate change.",0.345350574205204
"5263","recommendation 5 through agricultural extension service, the government of malawi should be advising farmers to grow drought resistant food crops such as cassava, millet, sorghum. smallholder farmers should avoid monoculture rather plant a variety of heat and drought resistant crops. ","Sector Policies Response",NA,"65","en","Recommendation 5 through agricultural extension service, the government of malawi should be advising farmers to grow drought resistant food crops such as cassava, millet, sorghum. Smallholder farmers should avoid monoculture rather plant a variety of heat and drought-resistant crops.",0.11113759157509
"6203","recommendation 6 promote agricultural drought management. encourage management practices that recognize drought as part of a highly variable climate, rather than treating drought as a natural disaster. the dotcoms should provide farmers with information on climatic conditions. the department of extension services should provide incentives to adopt sound practices of drought management relying on drought relief should be discouraged. this type of policy is particularly useful if farm disaster relief and other government subsidies distort the market and encourage overly risky expansion of farming into marginal lands. ","Sector Policies Response",NA,"65","en","Recommendation 6 promote agricultural drought management. Encourage management practices that recognize drought as part of a highly variable climate, rather than treating drought as a natural disaster. The dotcoms should provide farmers with information on climatic conditions. The department of extension services should provide incentives to adopt sound practices of drought management relying on drought relief should be discouraged. This type of policy is particularly useful if farm disaster relief and other government subsidies distort the market and encourage overly risky expansion of farming into marginal lands.",0.297169754258539
"8127","malawi has been endowed with many water resources. important among them are the river ecosystems. however these ecosystems are increasingly being degraded thereby affecting the water quality and quantity. ","Sector Policies Response",NA,"65","en","Malawi has been endowed with many water resources. Important among them are the river ecosystems. However these ecosystems are increasingly being degraded thereby affecting the water quality and quantity.",0.16483857582584
"33210","recommendation 1 the forest sector should review the policy to include current issues of climate change. specifically, the new policy should highlight strategies for biodiversity conservation, control of emissions from unplanned bush fires and illegal charcoal production. ","Sector Policies Response",NA,"66","en","Recommendation 1 the forest sector should review the policy to include current issues of climate change. Specifically, the new policy should highlight strategies for biodiversity conservation, control of emissions from unplanned bush fires and illegal charcoal production.",0.287380329765828
"4293","recommendation 2 the forest sector should promote strategies for dissemination of climate change information on mitigation, adaptation specific to the sector. ","Sector Policies Response",NA,"66","en","Recommendation 2 the forest sector should promote strategies for dissemination of climate change information on mitigation, adaptation specific to the sector.",0.433314207158056
"5273","recommendation 3 the forest research institute of malawi should invest in climate change research and dissemination, to increase the local understanding of the impacts of temperature and rainfall on forests. ","Sector Policies Response",NA,"66","en","Recommendation 3 the forest research institute of malawi should invest in climate change research and dissemination, to increase the local understanding of the impacts of temperature and rainfall on forests.",0.309031356679607
"7174","3.2.1.4 the parks and wildlife sector there are many adaptation measures to adapt to climate change under this sector. ayala species are most vulnerable to the impacts of climate change arising mainly from decreased precipitation and increased temperatures. andaman 199 6 suggested a number of policy options for adaptation. however, vulnerability of the wildlife resources is magnified by the human pressure placed on the resources. the following recommendations are made specific to the ayala and others can generally be applied recommendation 1 the department of national parks and wildlife pwn should provide additional water points in pas where the animal species are highly vulnerable to the impacts of climate change especially in the drought prone regions such as the lower shire gwen np. this is important to avoid congestion of animals on limited water holes which will lead to localized habitat degradation. ","Sector Policies Response",NA,"66","en","3.2.1.4 the parks and wildlife sector there are many adaptation measures to adapt to climate change under this sector. Ayala species are most vulnerable to the impacts of climate change arising mainly from decreased precipitation and increased temperatures. Andaman 1996 suggested a number of policy options for adaptation. However, vulnerability of the wildlife resources is magnified by the human pressure placed on the resources. The following recommendations are made specific to the ayala and others can generally be applied recommendation 1 the department of national parks and wildlife PWN should provide additional water points in pas where the animal species are highly vulnerable to the impacts of climate change especially in the drought prone regions such as the lower shire gwen np. This is important to avoid congestion of animals on limited water holes which will lead to localized habitat degradation.",0.178127259714907
"8133","recommendation 2 ayala translocation should only be encouraged when adequate research has been done to ensure their survival in the new habitat but also maintaining a minimum viable population within lengwe. otherwise continued ayala translocation might leave a population of ayala which cannot be reproductively and genetically viable. ","Sector Policies Response",NA,"66","en","Recommendation 2 ayala translocation should only be encouraged when adequate research has been done to ensure their survival in the new habitat but also maintaining a minimum viable population within lengwe. Otherwise continued ayala translocation might leave a population of ayala which cannot be reproductively and genetically viable.",0.169376628733493
"987","recommendation 3 to maintain the ecosystem role of serving as carbon sinks the pwn should promote a policy of fire management to protect the ecosystems contained in the pas. this in turn should create the opportunity for good habitat and natural adaptation processes. ","Sector Policies Response",NA,"66","en","Recommendation 3 to maintain the ecosystem role of serving as carbon sinks the PWN should promote a policy of fire management to protect the ecosystems contained in the pas. This in turn should create the opportunity for good habitat and natural adaptation processes.",0.288702322750363
"1085","recommendation 4 natural ecosystems have the inherit ability to adapt to changes in the ecosystems. however, this ability is eroded due to human pressure on the resources arising from illegal activities such as poaching and uncontrolled fires. the pwn should increase its capacity to deal with illegal activities by both implementing the current policy on collaborative management and strengthening law enforcement. ","Sector Policies Response",NA,"66","en","Recommendation 4 natural ecosystems have the inherit ability to adapt to changes in the ecosystems. However, this ability is eroded due to human pressure on the resources arising from illegal activities such as poaching and uncontrolled fires. The PWN should increase its capacity to deal with illegal activities by both implementing the current policy on collaborative management and strengthening law enforcement.",0.214160082139789
"11812","recommendation 5 the knowledge about the impacts of climate change on wildlife resources and the park and wildlife reserves remain incomplete. the pwn should strengthen research units in all pas to continue monitoring and evaluation of various activities in order to provide management with sound information for decision making. ","Sector Policies Response",NA,"66","en","Recommendation 5 the knowledge about the impacts of climate change on wildlife resources and the park and wildlife reserves remain incomplete. The PWN should strengthen research units in all pas to continue monitoring and evaluation of various activities in order to provide management with sound information for decision making.",0.301899849262192
"24311","adaptive management in response to climate change should be strengthened as one of the policy options. ","Sector Policies Response",NA,"67","en","Adaptive management in response to climate change should be strengthened as one of the policy options.",0.280243433746574
"3332","3.2.2 general recommendations recommendation #1 an integrated climate change policy that recognizes the multiple dimensions and cross cutting nature of climate change should be formulated by harmonizing all policies and programmes and bridging all gaps in sector policies as articulated in this study. the policy response would require addressing the sector policy gaps while at the same time providing a holistic climate change policy framework for the whole country. ","Sector Policies Response",NA,"67","en","3.2.2 general recommendations recommendation #1 an integrated climate change policy that recognizes the multiple dimensions and cross-cutting nature of climate change should be formulated by harmonizing all policies and programmes and bridging all gaps in sector policies as articulated in this study. The policy response would require addressing the sector policy gaps while at the same time providing a holistic climate change policy framework for the whole country.",0.272620372815118
"2444","this recommendation has been arrived at having considered the opportunities and challenges of three possible responses to the policy gaps i.e. a standalone climate change policy; sector based policies with gaps bridged and both standalone and sector based policies with gaps bridged table 3.1. the policy responses were discussed at a stakeholders consultation workshop where the findings of the study were presented. both stand alone and sector based policy with gaps bridged opportunitieseasy for mitigationissues of climate change can be tackled in a holistic approach integrated programmes and activities can be easiereasy to address cross cutting issuesminimizes conflicting the potential to address relevant and critical issues to the sector high impact arising from focused intervention more flexible in solving conflicts at sector level the overall policy will provide for guiding principles while the sector policies will provide for implementation procedures challengesserious concerns over ownershipmonitoring places additional challengematters of research difficult to coordinatethe tendency to focus on generic issues and usually poverty relateddifficult to coordinate implementation due to conflict of interest sourcing funds at sector level can be very challenging tendency to concentrate on routine activities business as usual ","Sector Policies Response",NA,"67","en","This recommendation has been arrived at having considered the opportunities and challenges of three possible responses to the policy gaps i.e. A standalone climate change policy; sector based policies with gaps bridged and both standalone and sector-based policies with gaps bridged table 3.1. The policy responses were discussed at a stakeholders consultation workshop where the findings of the study were presented. Both stand alone and sector-based policy with gaps bridged opportunitieseasy for mitigationissues of climate change can be tackled in a holistic approach integrated programmes and activities can be easiereasy to address cross cutting issuesminimizes conflicting the potential to address relevant and critical issues to the sector high impact arising from focused intervention more flexible in solving conflicts at sector level the overall policy will provide for guiding principles while the sector policies will provide for implementation procedures challengesserious concerns over ownershipmonitoring places additional challengematters of research difficult to coordinatethe tendency to focus on generic issues and usually poverty relateddifficult to coordinate implementation due to conflict of interest sourcing funds at sector level can be very challenging tendency to concentrate on routine activities business as usual",0.324429872350862
"2837","the integrated policy should articulate new policy instruments. a combination of policy instruments may work better in practice than reliance on a single instrument. box 3.1 proposes the scope of the possible instruments to address some of the mitigation policy gaps. ","Sector Policies Response",NA,"67","en","The integrated policy should articulate new policy instruments. A combination of policy instruments may work better in practice than reliance on a single instrument. Box 3.1 proposes the scope of the possible instruments to address some of the mitigation policy gaps.",0.397129037029251
"3342","box 3.1 proposed policy instruments to abridge adaptation and mitigation policy gaps regulations and standards the policy will need to specify abatement technologies technology standard or minimum requirements for pollution output performance standard to reduce emissions. ","Sector Policies Response",NA,"68","en","Box 3.1 proposed policy instruments to abridge adaptation and mitigation policy gaps regulations and standards the policy will need to specify abatement technologies technology standard or minimum requirements for pollution output performance standard to reduce emissions.",0.376441515768136
"4303","taxes and charges a levy imposed on each unit of undesirable activity by a source will have to be introduced. ","Sector Policies Response",NA,"68","en","Taxes and charges a levy imposed on each unit of undesirable activity by a source will have to be introduced.",0.170667886904166
"5282","tradable permits also known as marketable permits or cap and trade systems. this instrument establishes a limit on aggregate emissions by specified sources, requires each source to hold permits equal to its actual emissions, and allows permits to be traded among sources. ","Sector Policies Response",NA,"68","en","Tradable permits also known as marketable permits or cap-and-trade systems. This instrument establishes a limit on aggregate emissions by specified sources, requires each source to hold permits equal to its actual emissions, and allows permits to be traded among sources.",0.266234160315882
"7184","financial incentives direct payments, tax reductions, price supports, or the equivalent from a government to an entity for implementing a practice or performing a specified action. ","Sector Policies Response",NA,"68","en","Financial incentives direct payments, tax reductions, price supports, or the equivalent from a government to an entity for implementing a practice or performing a specified action.",0.366727120054235
"8143","information instruments required public disclosure of environmentally related information, generally by industry to consumers. this includes labeling programs and rating and certification. ","Sector Policies Response",NA,"68","en","Information instruments required public disclosure of environmentally related information, generally by industry to consumers. This includes labeling programs and rating and certification.",0.334379142223713
"995","research and development r&d direct government spending and investment to generate innovation on mitigation, or physical and social infrastructure to reduce emissions. this includes prizes and incentives for technological advances. ","Sector Policies Response",NA,"68","en","Research and development r&d direct government spending and investment to generate innovation on mitigation, or physical and social infrastructure to reduce emissions. This includes prizes and incentives for technological advances.",0.473875187955716
"1095","non climate policies other policies not specifically directed at emissions reduction but that may have significant climate related effects. source adapted from ipcc, 200 7 ","Sector Policies Response",NA,"68","en","Non-climate policies other policies not specifically directed at emissions reduction but that may have significant climate-related effects. Source adapted from ipcc, 2007",0.321450361012855
"2454","guidelines that take into account the multi sectoral nature of climate change. the policy should further be supported by a legal framework to strengthen the departments mandate. ","Sector Policies Response",NA,"69","en","Guidelines that take into account the multi-sectoral nature of climate change. The policy should further be supported by a legal framework to strengthen the departments mandate.",0.389627191008612
"3352","recommendation 3 there is a need for the formulation of a comprehensive climate change policy integrating drr and cc which share commonalities in purpose in that they aim to reduce the vulnerability of societies to hazards by improving the ability to better anticipate, resist and recover from their impact. drr provides many tried and tested tools for addressing risk. adaptation efforts at national and more local levels can be enhanced when these tools are combined with knowledge of climate change. many of the experiences gained by the disaster management community over the years can usefully inform the development of climate related policy. ","Sector Policies Response",NA,"69","en","Recommendation 3 there is a need for the formulation of a comprehensive climate change policy integrating DRR and CC which share commonalities in purpose in that they aim to reduce the vulnerability of societies to hazards by improving the ability to better anticipate, resist and recover from their impact. Drr provides many tried and tested tools for addressing risk. Adaptation efforts at national and more local levels can be enhanced when these tools are combined with knowledge of climate change. Many of the experiences gained by the disaster management community over the years can usefully inform the development of climate-related policy.",0.275199293506497
"43111","recommendation 4 government should ensure that the assessment studies on the impacts of climate change and relevant scientific institutions are well funded, that they act on the advice with informed decision making, and that hazards remain on the agenda at all times. short , medium and long term action is required to help reduce the current and future risks and vulnerabilities of different groups and communities. this action requires strengthened capacities, greater awareness and information, better targeted and more effective policies, and increased financing. ","Sector Policies Response",NA,"69","en","Recommendation 4 government should ensure that the assessment studies on the impacts of climate change and relevant scientific institutions are well funded, that they act on the advice with informed decision making, and that hazards remain on the agenda at all times. Short-, medium and long-term action is required to help reduce the current and future risks and vulnerabilities of different groups and communities. This action requires strengthened capacities, greater awareness and information, better targeted and more effective policies, and increased financing.",0.387161147584814
"5292","recommendation 5 government and institutions must build on their technical capacity to assist various groups of the society in adapting to climate change, by disseminating appropriate information to empower them to be prepared and vigilant. ","Sector Policies Response",NA,"69","en","Recommendation 5 government and institutions must build on their technical capacity to assist various groups of the society in adapting to climate change, by disseminating appropriate information to empower them to be prepared and vigilant.",0.360474923638618
"62110","recommendation 6 we recommend that responsible departments and sectors should further decentralize the response to climate change mitigation and adaptation measures. projects can only address the real concerns of the people when there is a full understanding of the local situation. in addition, communities and individuals are best placed to identify and address their problems and challenges, and are often the best catalysts for change. we have observed that collective action can better be harnessed at the district level. ","Sector Policies Response",NA,"69","en","Recommendation 6 we recommend that responsible departments and sectors should further decentralize the response to climate change mitigation and adaptation measures. Projects can only address the real concerns of the people when there is a full understanding of the local situation. In addition, communities and individuals are best placed to identify and address their problems and challenges, and are often the best catalysts for change. We have observed that collective action can better be harnessed at the district level.",0.303770314269299
