index,type,text,relevance
13389,Quantity,two years,0.978348
13398,Quantity,three months,0.978348
13399,Company,central warehousing corporation,0.978348
13404,Company,state bank of india,0.963296
13404,Company,bank or co,0.135152
13406,Organization,reserve bank of india,0.958279
13406,Company,state bank of india,0.908944
13406,Organization,central government,0.048769
13410,Organization,authority for administration of the act,0.978348
13411,Location,madhya pradesh,0.978348
13412,Person,ruleand,0.978348
13414,Quantity,thirty days,0.978348
13418,Person,natalia,0.978348
13422,Quantity,thirty days,0.978348
13423,Organization,appellate authority,0.9999
13432,Person,houseman,0.978348
13435,Quantity,7 2 hours,0.978348
13438,Person,lien,0.9999
13441,Person,lien,0.978348
13444,Location,madhya pradesh,0.978348
13444,Location,india,0.099949
13445,Location,madhya pradesh,0.978348
13449,Quantity,2 4 hours,0.978348
13451,Facility,followinga store,0.978348
13458,Quantity,7 2 hours,0.978348
13466,PrintMedia,the gazette,0.963296
13466,PrintMedia,gazette,0.026666
13467,Quantity,four years,0.978348
13468,GeographicFeature,rio,0.978348
13473,Location,madhya pradesh,0.978348
13475,Quantity,seventy-two hours,0.978348
13476,Organization,treasury,0.978348
13479,Location,madhya pradesh,0.978348
13480,Location,madhya pradesh,0.978348
13487,Quantity,forty yards,0.978348
13489,Quantity,thirty days,0.978348
13498,Person,chief town planner,0.963296
13498,Quantity,two months,0.375475
13500,Quantity,three months,0.978348
13502,Quantity,thirty days,0.978348
13513,Quantity,three months,0.978348
13516,Quantity,two months,0.978348
13517,Person,kans,0.951589
13517,Location,saugor,0.931278
13517,Person,morefood,0.829968
13517,Location,bhopal,0.716569
13517,Quantity,"1 0,00 0 acres",0.628072
13517,Company,plough,0.384117
13517,Quantity,five years,0.365442
13517,Quantity,50 0 acres,0.324195
13517,Location,india,0.274868
13523,Organization,constitution of reclamation committee,0.978348
13526,Organization,reclamation committee,0.978348
13527,Organization,reclamation committee,0.978348
13528,Organization,reclamation committee,0.963296
13528,Quantity,thirty days,0.773729
13529,Organization,reclamation committee,0.978348
13530,Organization,reclamation committee,0.978348
13532,Quantity,two years,0.978348
13538,Quantity,one acre,0.978348
13542,Location,united whereas,0.95577
13542,Location,united state of gwalior,0.869081
13542,Location,indore,0.508293
13542,Location,madhya,0.294487
13544,Person,kans,0.9999
13547,Organization,kans eradication committee,0.978348
13550,Organization,government,0.958279
13550,Person,kans,0.890221
13550,Organization,kans eradication committee,0.238652
13551,Location,kans area,0.978348
13554,Organization,kans eradication committee,0.963296
13554,Quantity,thirty days,0.773399
13555,Organization,kans eradication committee,0.978348
13556,Organization,kans eradication committee,0.978348
13558,Location,united state,0.978348
13562,Location,united state of gwalior,0.958279
13562,Person,bharat kans,0.835374
13562,Location,indore,0.587257
13563,Location,madhya,0.978348
13564,Location,india,0.978348
13576,Organization,irrigation department,0.978348
13577,Organization,madhya pradesh legislature,0.963296
13577,Location,india,0.195653
13580,Organization,"""council",0.958279
13580,Organization,cane development council,0.938054
13580,Quantity,twelve months,0.392204
13581,Organization,agriculture department,0.978348
13583,Quantity,three years,0.963296
13583,PrintMedia,the gazette,0.159618
13584,Organization,cane development council,0.978348
13588,PrintMedia,gazette,0.963296
13588,Quantity,three years,0.395537
13595,Organization,state government,0.978348
13614,Organization,class of canal,0.978348
13624,Organization,state government,0.978348
13629,Organization,madhya pradesh legislature,0.963296
13629,Location,madhya pradesh,0.191223
13630,Location,madhya pradesh,0.9999
13637,Organization,board of revenue,0.978348
13638,Person,benjamin,0.978348
13645,Person,bhumiswami,0.978348
13645,Location,madhya pradesh,0.420959
13646,Person,orto,0.95577
13646,Quantity,thirty days,0.823723
13646,Quantity,sixty days,0.781738
13646,Quantity,ten days,0.471355
13652,Person,thewhere holder,0.963296
13652,Quantity,5 4 acres,0.073304
13655,Quantity,one acre,0.958279
13655,Quantity,1.5 acres,0.559004
13655,Quantity,three acres,0.088825
13658,Organization,competent authority,0.978348
13662,Quantity,thirty days,0.978348
13665,Quantity,one acre,0.978348
13666,Quantity,six months,0.993399
13666,Person,iii,0.329097
13671,Company,imp,0.978348
13673,Organization,appellate or revision authority,0.978348
13678,Location,madhya pradesh,0.978348
13679,Person,holder,0.978348
13680,Quantity,ninety days,0.993399
13680,Location,madhya pradesh,0.209743
13688,Quantity,six months,0.978348
13692,Person,ora,0.95577
13692,Person,iii,0.740724
13692,Organization,viii,0.61057
13692,Location,madhya pradesh,0.338733
13695,GeographicFeature,any river,0.963296
13695,Organization,government,0.273768
13696,Quantity,2 7 bar,0.978348
13697,GeographicFeature,any river,0.978348
13698,Quantity,2 8 bar,0.978348
13700,Organization,government,0.9999
13706,Organization,competent authority,0.978348
13708,Organization,competent authority,0.963296
13708,Quantity,two months,0.253652
13712,Organization,competent authority,0.978348
13720,Quantity,one year,0.978348
13725,Quantity,6 0 days,0.978348
13726,Organization,district court,0.963296
13726,Organization,high court,0.934205
13729,Organization,iii better farming society,0.978348
13733,Quantity,six months,0.978348
13738,Person,lessee,0.978348
13740,Quantity,two years,0.978348
13741,Quantity,two years,0.978348
13744,Location,madhya pradesh,0.963296
13744,Location,marshall,0.876427
13747,Organization,board of revenue,0.978348
13759,Quantity,one year,0.978348
13760,Quantity,three days,0.978348
13771,Person,shal,0.978348
13775,Location,madhya pradesh,0.978348
13776,Organization,madhya pradesh legislature,0.963296
13776,Location,madhya pradesh,0.212799
13779,Location,madhya pradesh,0.978348
13780,Organization,madhya pradesh legislature,0.963296
13780,Location,madhya pradesh,0.189823
13783,Organization,district committee,0.978348
13788,Quantity,three years,0.963296
13788,Organization,government,0.948046
13790,Organization,district committee,0.963296
13790,Location,madhya pradesh,0.063703
13794,PrintMedia,the gazette,0.978348
13799,Organization,district committee,0.9999
13801,Organization,district committee,0.978348
13804,Organization,district committee,0.978348
13806,Organization,office of the gram panchayat,0.978348
13807,Quantity,twenty-one days,0.978348
13808,Organization,district committee,0.978348
13809,Organization,district committee,0.978348
13815,Organization,district committee,0.963296
13815,Organization,state government,0.501862
13818,Organization,government,0.978348
13819,Organization,district committee,0.978348
13827,Organization,district committee,0.978348
13828,Organization,district committee,0.95577
13828,Organization,revenue division,0.801487
13828,Person,chairman ii,0.731463
13828,Organization,rate fixation committee,0.299967
13829,Organization,rate fixation committee,0.978348
13830,Quantity,one year,0.978348
13833,Location,madhya pradesh,0.978348
13834,Quantity,thirty days,0.978348
13835,Organization,government,0.978348
13840,Person,viii,0.978348
13847,Organization,soil conservation,0.978348
13849,Organization,district committee,0.978348
13850,Organization,district committee,0.978348
13851,Organization,district committee,0.978348
13856,Organization,district committee,0.978348
13860,Quantity,three years,0.978348
13868,Quantity,2 7-m,0.978348
13869,Organization,district committee,0.978348
13870,Location,madhya pradesh,0.978348
13871,Location,madhya pradesh,0.978348
13879,Organization,panchayat,0.978348
13881,Quantity,one month,0.978348
13883,Organization,district committee,0.978348
13887,Organization,district committee,0.978348
13896,Organization,state government,0.978348
13899,Organization,legislative assembly,0.978348
13902,Location,madhya pradesh,0.958279
13902,Organization,madhya pradesh legislature,0.913846
13902,Location,gazette,0.821646
13903,Organization,madhya pradesh legislature,0.95577
13903,Location,madhya pradesh,0.136518
13903,Location,nagoya,0.048941
13903,Company,nissan,0.011352
13904,Location,madhya pradesh,0.978348
13905,Person,bhumiswami,0.978348
13906,Organization,madhya pradesh legislature,0.978348
13907,Location,madhya pradesh,0.978348
13923,Quantity,7 - bar,0.978348
13924,Organization,manhood nagoya board,0.978348
13926,Location,madhya pradesh,0.978348
13927,Company,lessee,0.978348
13929,Quantity,fifteen days,0.978348
13931,Location,madhya pradesh,0.978348
13932,Location,madhya pradesh,0.978348
13934,Organization,administration of municipal corporations,0.978348
13936,Organization,government,0.978348
13937,Location,madhya bharat,0.978348
13948,Location,madhya,0.978348
13949,Organization,state government,0.978348
13954,Location,madhya pradesh,0.958279
13954,Organization,legislature,0.656213
13954,Location,india,0.15548
13955,Location,madhya pradesh,0.978348
13958,Quantity,five kilometres,0.978348
13959,Company,bhumiswami,0.978348
13960,Person,siddhartha key banana jana tat ha kaunda cruikshank niyam,0.963296
13960,Location,madhya pradesh,0.908466
13962,Organization,government,0.978348
13962,Person,bhumiswami,0.206492
13966,Quantity,one year,0.978348
13966,Organization,state government,0.348881
13969,Organization,board of revenue,0.978348
13969,Location,madhya pradesh,0.098968
13970,Organization,board of revenue,0.963296
13970,Location,madhya pradesh,0.278462
13975,Organization,orhas,0.963296
13975,Quantity,five years,0.347955
13976,Organization,state government,0.978348
13994,Organization,naib,0.978348
13999,Quantity,twenty-four hours,0.978348
14014,Quantity,thirty days,0.978348
14034,Quantity,"190 8""",0.958279
14034,Quantity,forty-five days,0.616203
14034,Quantity,sixty days,0.070683
14035,Location,madhya pradesh,0.978348
14036,Organization,appellate authority,0.978348
14037,Quantity,ninety days,0.978348
14039,Person,orhas,0.9999
14045,Location,madhya pradesh,0.963296
14045,Organization,appellate or revision authority,0.070811
14046,Organization,appellate or revision authority,0.963296
14046,Quantity,ninety days,0.029451
14047,Quantity,three months,0.978348
14048,Location,madhya pradesh,0.978348
14049,Quantity,"190 8""",0.978348
14050,Person,sharer,0.978348
14062,Quantity,five years,0.978348
14066,Quantity,two hectares,0.978348
14070,Organization,forest department,0.958279
14070,Quantity,one hundred square metre,0.32183
14070,Quantity,one hundred fifty square metre,0.071491
14073,Location,madhya pradesh,0.958279
14073,Location,mali,0.82337
14073,Quantity,one year,0.354972
14101,Quantity,9 5 percent,0.978348
14110,Person,bhumiswami,0.963296
14110,Quantity,one month,0.693303
14112,Organization,state government,0.958279
14112,Quantity,thirty years,0.477799
14112,Quantity,twenty years,0.061659
14126,Person,bhumiswami,0.978348
14133,Quantity,thirty years,0.978348
14140,Person,abadi,0.978348
14146,Quantity,thirty days,0.978348
14151,Person,bhumiswami,0.978348
14157,Quantity,one year,0.978348
14158,Quantity,one thousand acres,0.978348
14160,Company,patwari,0.963296
14160,Quantity,one month,0.675268
14161,Company,patwari,0.978348
14165,Person,abadi,0.978348
14187,Quantity,ten feet,0.978348
14189,Quantity,one year,0.978348
14194,Company,bhumiswami,0.963296
14194,Company,lessee,0.546645
14201,Company,"patel, patwari",0.963296
14201,Company,patwari,0.649669
14212,Quantity,four hectares,0.9999
14215,GeographicFeature,new canal,0.978348
14221,Quantity,two months,0.978348
14228,Quantity,ten years,0.9999
14234,Location,madhya pradesh,0.978348
14238,Location,vineyard pradesh,0.978348
14239,Person,patta,0.963296
14239,Location,sirocco,0.403461
14240,Quantity,ten years,0.978348
14245,Company,bhumiswami,0.9999
14247,Company,bhumiswami,0.978348
14248,Person,bhumiswami,0.978348
14254,GeographicFeature,new canal,0.978348
14259,Person,bhumiswami,0.978348
14260,Person,bhumiswami,0.978348
14261,Quantity,three years,0.978348
14263,Person,benjamin,0.978348
14266,Quantity,ten years,0.978348
14269,Quantity,five acres,0.968313
14269,Company,bhumiswami,0.892387
14269,Quantity,ten acres,0.569592
14270,Person,bhumiswami,0.978348
14272,Organization,karaganda development authority,0.978348
14273,Location,madhya pradesh,0.958279
14273,Location,pakistan,0.81719
14273,Organization,central government,0.236554
14276,Quantity,one acre,0.963296
14276,Quantity,two acres,0.464598
14278,Company,bhumiswami,0.978348
14279,Quantity,one year,0.978348
14280,Organization,viii,0.963296
14280,Quantity,one year,0.133974
14283,Quantity,two years,0.978348
14284,Quantity,two years,0.978348
14285,Person,bhumiswami,0.978348
14286,Quantity,twelve years,0.978348
14288,Person,bhumiswami,0.963296
14288,Quantity,two years,0.268799
14289,Location,madhya pradesh,0.978348
14291,Quantity,six months,0.978348
14292,Organization,sec,0.978348
14294,Quantity,three months,0.978348
14297,Quantity,one month,0.978348
14300,Organization,gram sabha,0.963296
14300,Quantity,three months,0.168557
14307,Organization,revenue department,0.95577
14307,Location,madhya pradesh,0.951788
14307,Location,rajpatra,0.109167
14307,Location,india,0.08936
14308,Person,bhumiswami,0.963296
14308,Quantity,three months,0.667752
14308,Quantity,200 1 w,0.086653
14308,Quantity,six months,0.004764
14309,Person,bhumiswami,0.978348
14311,Location,madhya pradesh,0.978348
14311,Person,bhumiswami,0.328615
14317,Location,madhya pradesh,0.978348
14318,Person,bhumiswami,0.963296
14318,Quantity,thirty days,0.375551
14319,Person,bhumiswami,0.978348
14323,Person,tahsildar,0.978348
14324,Quantity,three years,0.963296
14324,Quantity,one year,0.488518
14326,Quantity,three months,0.978348
14328,Person,bhumiswami,0.963296
14328,Person,sharer,0.76273
14332,Person,bhumiswami,0.9999
14341,Quantity,5j,0.978348
14342,Quantity,one year,0.978348
14344,Location,kashmir,0.978348
14356,Person,bhumiswami,0.978348
14360,Quantity,one year,0.978348
14363,Person,bhumiswami,0.978348
14367,Quantity,six months,0.978348
14378,Person,bhumiswami,0.963296
14378,Quantity,thirty days,0.530243
14379,Quantity,5 8-l,0.978348
14382,Quantity,5 8-m,0.963296
14382,Quantity,5 8-l,0.034868
14387,Person,bhumiswami,0.978348
14389,Company,bhumiswami,0.978348
14393,Quantity,six months,0.978348
14395,Quantity,one acre,0.978348
14396,Quantity,one acre,0.963296
14396,Person,burnisher,0.277636
14408,Company,bhumiswami,0.9999
14415,Person,bhumiswamis,0.963296
14415,Organization,state government,0.674674
14416,Person,bhumiswamis,0.978348
14419,Person,bhumiswami,0.9999
14423,Organization,constitution of any advisory committee,0.978348
14426,Person,patel,0.978348
14427,Person,patel,0.978348
14430,Organization,irrigation department,0.978348
14430,Organization,treasury,0.039634
14433,Organization,irrigation department,0.978348
14435,Location,madhya bharat,0.978348
14437,Location,vineyard pradesh,0.978348
14441,Organization,gram sabha,0.978348
14461,Organization,state government,0.963296
14461,PrintMedia,the gazette,0.792423
14463,Quantity,one year,0.978348
14466,Quantity,one year,0.978348
14471,Organization,gram panchayat,0.978348
14472,Person,abadi,0.978348
14473,Person,abadi,0.963296
14473,Location,madhya pradesh,0.202019
14480,Organization,government,0.978348
14482,Organization,government,0.978348
14484,Person,abadi,0.978348
14485,Quantity,200 3 w,0.978348
14487,Location,vineyard pradesh,0.978348
14488,Location,madhya pradesh,0.978348
14489,Quantity,thirty days,0.978348
14491,Person,naipaul,0.978348
14495,Person,bhumiswami,0.978348
14496,Person,bhumiswami,0.968313
14496,Quantity,five years,0.442674
14496,Quantity,two years,0.259619
14497,Person,bhumiswami,0.978348
14499,Person,lessee,0.963296
14499,Quantity,six months,0.557823
14503,Person,bhumiswami,0.963296
14503,Quantity,three months,0.510374
14504,Person,patta,0.978348
14507,Quantity,three years,0.978348
14509,Quantity,four years,0.978348
14519,Quantity,"five thousand""",0.978348
14533,Person,abadi,0.978348
14534,Person,bhumiswami,0.9999
14537,Person,bhumiswami,0.978348
14548,Company,lxvii,0.978348
14553,PrintMedia,gazette,0.978348
14554,Organization,legislative assembly,0.978348
14557,Organization,jaipur division,0.978348
14560,Quantity,three weeks,0.978348
14561,Organization,state government,0.978348
14566,Organization,madhya pradesh legislature,0.978348
14568,Location,india,0.963296
14568,Company,state bank of india,0.899288
14569,Location,madhya pradesh,0.978348
14570,Location,madhya pradesh,0.963296
14570,Organization,state government,0.328273
14571,Location,bhopal,0.978348
14572,Organization,central government,0.9999
14573,Organization,state government,0.963296
14573,Organization,central government,0.887441
14575,Organization,central government,0.978348
14579,Company,orif,0.954265
14579,Person,orif,0.886913
14579,Organization,central government,0.341638
14579,Organization,state government,0.306801
14579,Organization,government,0.20871
14585,Quantity,three months,0.978348
14590,Organization,nigam,0.978348
14601,Organization,state government,0.978348
14602,Organization,state government,0.978348
14605,Quantity,six months,0.978348
14618,Quantity,six months,0.963296
14618,Quantity,three months,0.130306
14622,Quantity,three months,0.978348
14623,Organization,state government,0.978348
14627,Quantity,two months,0.963296
14627,Organization,state government,0.771557
14634,Person,orany,0.978348
14640,Organization,provident fund,0.978348
14643,Quantity,thirty days,0.978348
14646,Person,callahan,0.963296
14646,Organization,treasury,0.828392
14649,Quantity,six months,0.978348
14651,Organization,government,0.978348
14654,Quantity,thirty days,0.978348
14656,Organization,madhya pradesh legislature,0.978348
14657,Person,bush,0.978348
14659,Location,clausea,0.953262
14659,Person,alreadyno,0.733518
14659,Quantity,eighteen years,0.645265
14659,Quantity,8 kilometres,0.573963
14659,Quantity,ninety days,0.5209
14659,Quantity,seven days,0.444837
14666,PrintMedia,the gazette,0.978348
14667,Quantity,thirty days,0.978348
14671,PrintMedia,the gazette,0.978348
14673,Quantity,ten days,0.963296
14673,Quantity,one month,0.423168
14680,Organization,government,0.978348
14681,Person,grant,0.978348
14685,Organization,athe authority,0.978348
14687,Location,madhya pradesh,0.978348
14687,Location,nashville,0.163567
14695,Quantity,seven days,0.978348
14695,Organization,appellate authority,0.099192
14696,Organization,appellate authority,0.978348
14698,Organization,appellate authority,0.978348
14699,Organization,appellate authority,0.978348
14700,Organization,appellate authority,0.978348
14703,Quantity,9 0 days,0.978348
14704,Quantity,4 5 days,0.978348
14710,Location,madhya pradesh,0.978348
14711,Organization,madhya pradesh legislature,0.963296
14711,Location,madhya pradesh,0.300054
14712,PrintMedia,official gazette,0.978348
14715,Organization,state government,0.978348
14719,Quantity,six months,0.978348
14720,Quantity,one month,0.978348
14723,Organization,central government,0.978348
14726,Organization,competent authority,0.978348
14729,Organization,appellate authority,0.978348
14730,Organization,appellate authority,0.978348
14734,Facility,fruit plant nursery,0.978348
14735,Quantity,six months,0.978348
14741,Organization,appellate authority,0.978348
14743,Organization,legislative assembly,0.978348
14744,Quantity,two years,0.978348
14750,Organization,ivga,0.978348
14759,Facility,bus stand railway station,0.978348
14761,Organization,committee of the state,0.978348
14763,Location,india,0.978348
14766,Organization,appellate authority,0.978348
14770,Person,orby,0.978348
14776,Organization,association of persons with state board,0.978348
14777,Location,bhopal,0.978348
14779,Quantity,four months,0.978348
14806,Organization,office of the state board,0.978348
14811,Quantity,sixty days,0.978348
14815,Location,madhya pradesh,0.978348
14828,Quantity,1 4 days,0.978348
14834,Organization,public works department,0.978348
14837,Quantity,"14""",0.978348
14839,Quantity,3 months,0.978348
14840,Quantity,1 0 days,0.9999
14841,Quantity,1 5 days,0.978348
14842,Quantity,one month,0.978348
14843,Person,viii,0.963296
14843,Organization,treasury,0.376814
14846,Person,aall,0.963296
14846,Quantity,10 0 lbs,0.086219
14849,Quantity,"6""",0.978348
14859,Quantity,3 0 days,0.963296
14859,Quantity,1 meters,0.847893
14863,Quantity,"12""",0.978348
14864,Quantity,"12""",0.978348
14865,Quantity,"12""",0.9999
14867,Quantity,three months,0.978348
14871,Quantity,three months,0.978348
14872,Quantity,1 0 years,0.978348
14876,Quantity,1 2 hours,0.963296
14876,Quantity,2 hours,0.174906
14881,Quantity,3 0 days,0.958279
14881,Quantity,thirty days,0.325375
14881,Person,dale,0.245341
14887,Quantity,one year,0.978348
14888,Organization,madhya pradesh state prevention and control of water pollution board,0.963296
14888,Location,madhya pradesh,0.305352
14889,Quantity,six months,0.978348
14890,PrintMedia,the gazette,0.978348
14893,Location,madhya pradesh,0.978348
14902,Location,india,0.978348
14904,Quantity,8 0%,0.963296
14904,Quantity,2 0%,0.752155
14907,Quantity,4 months,0.978348
14914,Quantity,three years,0.978348
14924,PrintMedia,chitchatting gazette,0.978348
14933,PrintMedia,daily maximum discharge,0.978348
14935,Organization,state government,0.963296
14935,PrintMedia,gazette,0.035557
14939,PrintMedia,the daily maximum discharge,0.978348
14941,Quantity,1 4 days,0.958279
14941,Organization,public health association,0.049015
14941,Location,new york,0.00808
14942,Quantity,10 0 meter,0.978348
14946,Person,asif,0.963296
14946,Quantity,6 0 days,0.480219
14950,Quantity,5 days,0.978348
14953,Person,andor,0.978348
14957,PrintMedia,the gazette,0.978348
14960,Organization,madhya pradesh state prevention and control of water pollution board,0.978348
14962,Organization,appellate authority,0.978348
14963,Organization,appellate authority,0.978348
14966,Organization,appellate authority,0.978348
14966,Quantity,3 0 days,0.960204
14970,Location,madhya pradesh,0.978348
14977,Organization,legislative assembly,0.978348
14978,Organization,committee of the board,0.978348
14980,Person,hale,0.978348
14984,Quantity,6 months,0.963296
14984,Quantity,one year,0.028447
14991,Organization,nearest police authority,0.963296
14991,Organization,"panchayat, public health department",0.895358
14994,Quantity,three years,0.963296
14994,Location,environ,0.266866
15000,Organization,appellate authority,0.978348
15002,Quantity,3 0 days,0.963296
15002,Organization,appellate authority,0.175243
15003,Organization,appellate authority,0.978348
15006,Quantity,1 5 days,0.978348
15009,Person,ofwhere,0.978348
15010,Quantity,one month,0.978348
15018,Location,northern india,0.978348
15020,Organization,madhya pradesh legislative assembly,0.978348
15021,Location,madhya pradesh,0.978348
15024,Person,bahra,0.953262
15024,Person,jhillan,0.914019
15024,Person,chahi,0.873623
15024,Person,khasra,0.746833
15024,Person,adan,0.541957
15024,Person,abi,0.473261
15028,Organization,appellate authority,0.978348
15029,Organization,appellate authority,0.978348
15031,Organization,appellate authority,0.978348
15033,Organization,appellate authority,0.963296
15033,Company,canal,0.198381
15038,Location,madhya pradesh,0.978348
15044,Quantity,thirty days,0.978348
15046,Organization,revenue,0.978348
15051,Quantity,three years,0.978348
15052,Organization,madhya pradesh legislative assembly,0.958279
15052,Organization,assembly,0.356449
15052,Organization,legislative assembly,0.331269
15053,Quantity,six months,0.963296
15053,Organization,legislative assembly,0.16914
15059,Quantity,one month,0.958279
15059,Quantity,1 0 %,0.298478
15059,TwitterHandle,@,0.085916
15074,Quantity,fifteen days,0.978348
15079,Organization,government,0.978348
15080,TwitterHandle,@0,0.978348
15081,Quantity,one year,0.9999
15094,Organization,irrigation department,0.978348
15095,Location,madhya pradesh,0.978348
15097,Quantity,5 years,0.978348
15104,Quantity,five years,0.978348
15110,Quantity,one month,0.978348
15111,Quantity,one month,0.978348
15114,Person,amin,0.978348
15115,Person,patel,0.978348
15116,Person,amin,0.963296
15116,Person,patel,0.865342
15118,Person,amin,0.978348
15124,Organization,government,0.978348
15125,Organization,state government,0.978348
15126,Quantity,five acres,0.978348
15130,Quantity,three years,0.978348
15131,GeographicFeature,new canal,0.95577
15131,Organization,office of registrar,0.833717
15131,Quantity,fifty percent,0.736419
15131,Quantity,ten years,0.21581
15146,Quantity,three years,0.978348
15148,Quantity,one month,0.978348
15152,Person,anda,0.978348
15152,Quantity,1 5 days,0.032288
15155,Quantity,8 days,0.978348
15156,Person,elector shall,0.978348
15158,Person,lot,0.978348
15160,Person,amin,0.9999
15166,Person,bush,0.978348
15172,Organization,irrigation panchayat fund,0.978348
15175,Quantity,three years,0.978348
15181,Person,sharif,0.978348
15182,Person,amin,0.978348
15183,Person,amin,0.963296
15183,Person,patel,0.153275
15184,Person,parchas,0.963296
15184,Person,amin,0.536849
15186,Quantity,ten days,0.978348
15188,Quantity,1 5 days,0.978348
15190,Quantity,ten days,0.978348
15191,Quantity,ten days,0.978348
15194,Person,bukharin,0.978348
15195,Person,callahan,0.978348
15196,Person,amin,0.978348
15197,Person,kistabandi ikhnaton,0.95577
15197,Quantity,seven days,0.459575
15197,Location,col,0.445359
15197,Quantity,1 0 days,0.258743
15198,Facility,sandinista ikhnaton the canal,0.978348
15201,Quantity,one month,0.978348
15204,Organization,competent authority,0.978348
15216,Person,latham,0.978348
15230,Location,theirthe area,0.978348
15237,Quantity,16 8 hours,0.978348
15243,Quantity,9 5 percent,0.978348
15246,Organization,commission for administrative,0.978348
15247,Quantity,2 4 hours,0.978348
15248,Quantity,1 5 days,0.963296
15248,Quantity,one month,0.66489
15258,Organization,madhya pradesh legislature,0.978348
15260,Organization,indian board for wildlife,0.978348
15265,Location,india,0.978348
15267,Location,asia,0.978348
15271,Location,asia,0.978348
15273,Facility,present national park,0.978348
15274,Organization,"ministry of water resources, planning commission",0.978348
15276,Location,india,0.978348
15280,Location,asia,0.978348
15282,Location,india,0.958279
15282,Organization,bahamanian committee,0.682588
15282,Organization,high court committee,0.581988
15284,Location,bhutan,0.95577
15284,Location,myanmar,0.916173
15284,Location,nepal,0.865763
15284,Location,bangladesh,0.856174
15286,HealthCondition,seizures,0.95577
15286,Organization,ministry of finance,0.918053
15286,Organization,coast guard,0.622984
15286,Organization,defence ministry,0.169727
15287,Organization,wlpa,0.963296
15287,Organization,intergovernmental of home ministry of agriculture,0.149881
15289,Organization,coast guard,0.958279
15289,Organization,army,0.776369
15289,Organization,home ministry and defence ministry,0.330785
15292,Person,alia,0.978348
15293,Location,pas,0.978348
15295,Organization,bnhs,0.95577
15295,Location,pas,0.201361
15295,Quantity,5 year,0.197261
15295,Organization,pas,0.123895
15296,Organization,national wildlife research coordination committee,0.963296
15296,Organization,government,0.097731
15299,Company,statesuts,0.978348
15302,Organization,pa,0.978348
15303,Quantity,five year,0.95577
15303,Organization,pa,0.539236
15303,Person,goi,0.472337
15303,Quantity,5 years,0.141275
15306,Location,asia,0.978348
15310,Organization,pa,0.978348
15311,Facility,wildlife institute of india wii,0.954265
15311,Organization,train indian forest service,0.906072
15311,Organization,state forest service,0.883754
15311,Organization,forest rangers,0.622082
15311,Location,sf,0.430052
15312,Location,pas,0.963296
15312,Location,asia,0.383474
15314,Organization,miff,0.978348
15314,Quantity,10 0%,0.730901
15319,Location,india,0.963296
15319,Location,asia,0.119523
15320,Organization,pas,0.958279
15320,Organization,forest department,0.922556
15320,Organization,cwlw,0.872629
15321,Quantity,10 0%,0.963296
15321,Location,pa,0.35147
15322,Quantity,10 0%,0.978348
15323,Organization,pa,0.963296
15323,Location,pa,0.857702
15326,Organization,mafia,0.963296
15326,HealthCondition,seizures,0.492733
15327,Organization,pccf,0.963296
15327,Organization,cwlw,0.940941
15328,Organization,miff,0.9999
15331,Location,asia,0.978348
15333,Location,india,0.978348
15335,Location,india,0.978348
15336,Organization,government,0.978348
15340,Location,asia,0.978348
15342,Location,pas,0.95577
15342,Location,pa,0.317254
15342,Quantity,one hand,0.185752
15342,Organization,pa management and protection,0.162275
15343,Organization,pa,0.978348
15344,Company,stateuts,0.963296
15344,Person,ignacio,0.955813
15347,Quantity,7 0%,0.958279
15347,Quantity,3 0%,0.754537
15347,Organization,pas,0.044117
15352,Location,pa,0.9999
15353,Location,pas,0.963296
15353,Location,pa,0.736683
15354,Location,asia,0.978348
15357,Organization,pa,0.9999
15358,Organization,pa,0.978348
15359,Organization,indias natural heritage,0.978348
15360,Facility,zoological gardens,0.963296
15360,Facility,natural history museums,0.936006
15362,Location,asia,0.978348
15363,Organization,ministry of human resource development,0.978348
15364,Organization,ministry of hrs,0.963296
15364,Location,pa,0.404218
15366,Organization,national wildlife action plan,0.95577
15366,Organization,union government,0.915452
15366,Location,india,0.33073
15366,Location,asia,0.134178
15367,Organization,pa,0.978348
15368,Organization,pa,0.978348
15368,Location,pa,0.468654
15374,Organization,pa,0.963296
15374,Location,pa,0.663908
15376,Location,pa,0.978348
15376,Organization,department of tourism,0.327723
15378,Location,kashmir,0.978348
15379,Organization,pa,0.963296
15379,Location,asia,0.463757
15380,Organization,pa,0.978348
15382,Location,kashmir,0.963296
15382,Organization,wlpa,0.849001
15382,Location,india,0.399798
15382,Organization,epa,0.292973
15384,Location,bonn,0.978348
15387,Location,kashmir,0.978348
15388,Organization,central fisheries legislation,0.95577
15388,Organization,icfre,0.176956
15388,Organization,ministry of agriculture,0.171257
15388,Organization,icar,0.13615
15389,Quantity,one hand,0.952545
15389,Person,ramsay,0.828346
15389,Location,pas,0.821199
15389,Organization,epa,0.760361
15389,Organization,central government,0.661189
15389,Organization,"ministry of health, ayurveda",0.619279
15389,Organization,ministry of commerce,0.424376
15390,Location,india,0.978348
15393,Organization,ministry of external affairs,0.978348
15398,Organization,tigers,0.963296
15398,Organization,panthers,0.944581
15400,Organization,forest budget allocated for wildlife conservation,0.95577
15400,Organization,ministry of finance and the planning commission,0.549307
15400,Organization,central government,0.146657
15400,Organization,planning commission,0.076933
15401,Location,india,0.978348
15402,Organization,national development council,0.958279
15402,Organization,planning commission,0.483284
