label,sentences,class
957,"the economics and finance working group used the results of the intervention mapping to perform a cost benefit analysis on the transitions to restored land uses based on the financial capital and opportunities costs of each restoration transition and its estimated area in malawi. the financial analysis determined the total investment needed in flr for malawi to achieve its commitment of 4.5 million hectares under the afr10 0 and bonn challenge, and recommends ways these costs can be borne by both public and private financing sources. ",3.0
958,"at a social participation, political institutional level 1. what are the programs or initiatives and from which institution and organizations in the district that promote women empowerment, women access to productive resources such as technical assistance, funds capacity building or development of leadership?",1.0
959,"1. what are the programs or initiatives and from which institution and organizations in the district that promote women empowerment, women access to productive resources such as technical assistance, funds capacity building or development of leadership? ",1.0
960,"the results from the cab suggest agricultural technology based restoration activities produce more private benefits than public benefits and could be paid for with grassroots investments made directly by smallholders and also with funds distributed through private financing businesses like microfinance institutions and key findings economics and financial analysis malawi has committed to restore 4.5 million hectares of degraded land by 203 0 and a financial analysis was conducted to estimate how much funding is needed to achieve this goal. based on estimated costs and benefits of selected restoration interventions, achieving malawis commitment will require approximately 27 9 billion mwk or approximately 6 2,00 0 mwk per hectare, as shown in table 1. both public and private funds are necessary to overcome the financial gap between current levels of investment and what is needed to reach the 4.5millionhectare target. ",2.0
961,"other businesses that offer farm credit. in contrast, some types of forestry based restoration interventions, especially activities designed to improve sediment retention or flood control, generate a large number of public benefits. as a result, forest management based restoration interventions that will positively impact the creation of public goods may be best financed with public funds since their nature may make it difficult for any single investor to capture the benefits and earn a return.",3.0
962,"the results from the cab suggest agricultural technology based restoration activities produce more private benefits than public benefits and could be paid for with grassroots investments made directly by smallholders and also with funds distributed through private financing businesses like microfinance institutions and other businesses that offer farm credit. in contrast, some types of forestry based restoration interventions, especially activities designed to improve sediment retention or flood control, generate a large number of public benefits. as a result, forest management based restoration interventions that will positively impact the creation of public goods may be best financed with public funds since their nature may make it difficult for any single investor to capture the benefits and earn a return.",3.0
963," reduce threats to food security from climate change, degradation, and deforestation by 1 developing local capacities, including extension services, to increase adoption of flr interventions that specifically address food security and poverty alleviation; 2 disseminating national flr food security assessment outcomes to agricultural and food security response programmes to foster cross sectoral collaboration as well as access to finance for agricultural technologies; and 3 using the food security and agriculture policy frameworks highlighted in the nflra as a platform for greater synergies.  enhance and promote resilience through flr by 1 integrating flr planning in district development plans, in particular into disaster risk management projects and programmes; 2 integrating the national flr strategy and action plan into the national resilience plan and related policies, programmes, and sustainable development planning processes and strategies; and 3 applying the nflra to unlock finance from the disaster risk management and resilience sector.  employ flr strategies to enhance biodiversity by 1 supporting a both a reduction in natural resource provision threats to vulnerable and endangered species and prioritizing areas that are especially important for biodiversity, for example, by using native plant species to restore degraded habitats and corridors, to improve biodiversity in fragmented landscapes; and 2 using the results of the mca in the national biodiversity strategy and action plan nbs and district development plans to support the restoration of areas important to biodiversity, address threats to biodiversity and the challenges affecting implementation of biodiversity programmes.  prioritize the implementation of restoration interventions with relatively lower costs and higher benefits such as agricultural technologies including conservation agriculture, farmer managed natural regeneration, and other forms of agroforestry. ",3.0
964," shift domestic government budget allocations from subsidies for mineral fertilizers to support for increased extension services, training and outreach programs. ",3.0
965, create and support institutions to extend farm credit to smallholders. ,3.0
966, build restoration focused financial infrastructure at district and community levels.,3.0
967,"this report presents the results of the national forest landscape restoration assessment nflra for malawi. it aims to equip the government of malawi with a framework to address land degradation and deforestation, and to leverage both technical support and financing to implement flr at scale. ",1.0
968,"the nflra process was launched in february 201 6 by the minister of natural resources, energy and mining in close collaboration with government departments in the ministries of agriculture, water and irrigation, lands, local government, finance and economic planning, and gender and social services and other concerned stakeholders. the national assessment was designed to identify degraded and deforested land, and to prioritize intervention needs and opportunities for the restoration of the productivity and ecological function landscapes in malawi. ",1.0
969,"to guide the implementation of this nflra and to mobilize the necessary investments from the public and private sectors, malawi is preparing a national forest landscape restoration flr strategy. the strategy will present key findings and recommendations from the nflra to highlight restoration opportunities and priority areas for implementation, present a framework for priority interventions, and make the case for investing in flr implementation. it will highlight measures to enable and encourage malawians in civil society, the private sector, and government to restore degraded and deforested landscapes. ",3.0
970,"the main activities of the nflra process were organized from february to november 201 6 with technical and financial support from the usaidmalawi funded  project. additional assistance was provided by the world resources institute writ with support from bmz, and by the international union for the conservation of nature iucn with support from ukaid. ",3.0
971,"policies and institutions working group members cited numerous agriculture, forest, and climate policies that could be better harmonized to create an enabling environment that fosters widespread adoption of restoration related agricultural technologies such as conservation agriculture and fmnr. landscape level governance will require the alignment and joint action of many institutions supported by appropriate and, where possible, progressive policies, laws, and regulations. the need to strengthen cross sectoral linkages and enhance policy coordination relevant to flr is reflected in the national agriculture policy 201 6, which is a 5 year guide for developing agricultural policies and strategies for sustainable agricultural production among other areas. ",1.0
972,"the national climate change policy 201 5 includes a focus on adaptation and mitigation in the agriculture sector and can be a useful tool to drive large scale implementation of agricultural technologies. the policy advocates for integration of climate change strategies into agriculture programs, and emphasizes agroforestry as an important approach to boosting climate change resilience, increasing carbon storage, and strengthening food security and household income. the national climate change investment plan 201 3 also highlights agriculture as a key sector through which enhance climate change resilience, while malawis national adaptation programme of action 200 6 outlines agricultural interventions aimed at boosting womens resilience to climate change. ",1.0
973,"this is also an important metric because malawian households may not have the financial capital to make the necessary investments out of their own pockets and more importantly, they may also be unable to borrow the money because they lack access to credit markets manson 201 0. as of 201 0, less than 1 5 percent of all households in malawi had some interaction with the credit market and only 1.2 percent of households successfully obtained an agricultural loan. additionally, gender information from malawi shows that female headed households face more constraints to accessing credit than male headed households. large financial gaps will suggest that additional sources of funding will need to be secured and distributed to smallholders as part of a larger scaling up effort.",2.0
974,"though women contribute significantly to the forestry agricultural sector, they have limited access to, control over, and ownership of agriculture forest assets and capital such as land, credit, inputs and income. these gender gaps can be reduced by equipping stakeholders with knowledge and tools on gender responsive flr including via farm radio programmes and by ensuring full and active participation by women in training and capacity building programmes for flr implementation.",1.0
975,"effective protection and assistance of natural regeneration. community user groups, especially women and local entrepreneurs can be encouraged and assisted to establish and manage woodlots as economically viable businesses organized to produce a steady supply of forest products. increased technical support must also be mobilized to assist with site and species selection, seed supply, site preparation and tree planting, and sustained yield management and regeneration. assistance with increased local investments in establishing and managing community forests and woodlots should also be complemented with small grants and technical support to strengthen associated forest product value chains and to reinforce the economic returns and incentives for communities and user groups to invest in these restoration interventions. this could include assistance with the development of bee keeping and honey production, and value added processing and marketing of a range timber and non timber forest products from community forests and woodlots.",3.0
976,"the focus should be on increased institutional effectiveness for policy and law implementation as this has been an area of weakness. this will include the full involvement of sat including capacity building training and financial support, the incentive's of adjacent communities through mechanisms such as vela and cecf, sustained by large scale investment opportunities, for example through the dedicated grant mechanism under the world bank forest investment programme and the green climate fund.",3.0
977,"the five scalable flr interventions agricultural technologies, soil and water conservation, forest management, river and stream bank restoration, community forests and woodlots that have been identified, can be implemented with specific attention paid to the severity and type of degradation in these areas, and the contributions landscape restoration can make to food security, resilience, and biodiversity. this can be integrated into district planning, and can unlock different types of financing for restoration.",1.0
978,"department of forestry the national forest policy 201 6, forest act 199 7 and the national forest programme 200 1 are housed at the department of forestry. the national forest policy 201 6 focuses on sustainable management of forestry resources for the enhancement of life of all malawians, was indicated to be very pertinent to flr because it promotes both afforestation and re afforestation, regeneration and agricultural technology ca, fmnr, af practices. the provisions on community based forest management and biomass energy, industrial plantation management and financing mechanism can particularly support the flr implementation. the weak protection of the river banks and the ongoing cultivation of marginal areas were identified as barriers for flr. ",3.0
979,"community institutions for finance a brief survey with dd annex 1 1 showed that there are institutions through which communities can save and borrow, but that especially borrowing options are limited, and mostly come from village savings and loans associations vsla5. in the absence of accessible borrowing mechanisms wage labour or piecework, commonly known as gangway in malawi, along with natural resources exploitation predominantly unsustainable charcoal making and fishing are key ways to access cash for emergencies. in terms of access to financial services, solidarity groups e.g. vsla, traditional rotating savings groups e.g. chilean or chiperegani, and money lenders are the commonest financial institutions at the community level and there is no access to formal banks and very little to cooperatives. gangway is a particularly important source of cash at the village level, a fact backed up by other studies whiteside, 200 0. there is generally an absence of financial institutions that directly support restoration at the village and district level. ",2.0
980,"there are several ways to reduce the information barrier to promote more widespread adoption of restoration activities. a first step might be to increase investment in extension, outreach & knowledge sharing programs tailor made for women and men to reduce knowledge and skill barriers and promote adoption at largescale. the japanese international cooperation agency mica has piloted one approach to extension that others could learn from and expand across the country mica 201 6. the project, known as  ii, helps smallholders gain knowledge and skills with restoration activities in addition to developing their capacity to access the resources that are necessary to implement the activities. once a smallholder receives training that information can be passed on through farmer to farmer training. additionally, outreach activities, like farm radio programs, can also reduce information barriers by discussing the practical steps of implementing different restoration activities and highlighting the benefits that smallholders could expect to receive. ",1.0
981,"up front financial costs are also greater for restoration interventions as compared to current land uses and this poses a problem for poor households who may not have the financial resources to make investments in restoration activities. according to the malawi integrated household survey of 201 0, less than 1 5 percent of all households in malawi had some interaction with the credit market and only 1.2 percent of households successfully obtained a loan manson 201 1. in addition, according to the his 3, women often lack access to credit from banks and microfinance institutions because of collateral and security guarantees ministry of gender, children, disability and social welfare 201 46. this suggests that households must either pay for the additional financial costs of adopting restoration activities from their own savings or additional sources of funding will have to be secured and distributed to smallholders across the country in the form of farm credit. ",2.0
982,this discussion also raises the question of how malawi can raise the funds needed to make the necessary investment to fulfill its commitment to restore 4.5 million hectares of degraded land by 203 0. this discussion is addressed in the finance section of the report. ,3.0
983,"5.4 financing sources for restoration in malawi meeting malawis restoration commitment will require both private and public sector financing to fund different activities of its national restoration strategy. this will require innovative financing partnerships with both the private and public sectors, and importantly finding ways to incentivize smaller holder and community own investments in the restoration of their own lands. it will also require cross sector institutional coordination and bottom uptop down coordination of program implementation to scale up restoration successes. ",3.0
984,"the analysis of restoration costs in malawi allows us to estimate the gap between current finance in support of restoration activities and the level of finance needed to achieve malawis 4.5 million ha restoration target over the next thirteen years. the previous analysis suggested that restoring 4.5 million hectares of degraded land in malawi would cost at least 27 9 billion mwk or approximately 6 2,00 0 mwk per hectare. in this section, we will first discuss several types of financial resources from which funds can be raised to close the financing gap. this will include international, national and private sources. furthermore, we will review the existing financing mechanisms that can be used to pay for restoration activities in practice, and discuss the existing barriers for restoration finance in malawi. ",3.0
985,"fund, like the proposed malawi reforestation and environmental protection authority suggested by wino et al. 201 5. the fund would be capitalized with money from the private and public sectors as well as a small levy on producers of beer, electricity, sugar, tea, coffee and tobacco and other industries that would benefit from the impacts created through restoration activities. the fund would play two roles it would be a lender of last resort, providing restoration financing for viable, beneficial projects when no one else will, and it would also act as a coordinating body for restoration activities across the country to ensure that true landscape restoration is undertaken. ",3.0
986,"the remainder of this section will discuss possible sources of revenue to grassroots finance, private finance, fund activities that are necessary to bring restoration to scale in malawi and to capitalize a national restoration fund.",3.0
987,"domestic public funding sources while international financing mechanisms will remain a key source of finance to support restoration activities in developing countries, one of the largest potential sources of financing for restoration is to re program and re align existing sources of public funding to ensure that the money helps catalyze and accelerate the scaling up of restoration activities across the country. the gom is recommended to consider how to reform its existing fiscal system and re align existing sources of public funding to create incentives for smallholders to adopt restorative, rather than degrading, land uses. re programing the countrys public funding to focus on restoration will also create new opportunities to address the countrys food insecurity and environmental challenges by making strategic investments in areas that are suffering from food insecurity andor environmental challenges like sedimentation in key watersheds. there are two main options to redirect and augment public financing in support of restoration in malawi. ",3.0
988,"national restoration fund in addition to phasing out harmful subsidies, the government could follow the example set by costa erica and transfer a portion of tax revenues generated to create a national restoration fund that finances sustainable land use and restoration activities. costa erica uses 3.5 percent of revenues from a sales tax on fossil fuels to finance its payments for ecosystem services programs. the money is managed and distributed by the national forest financing fund , a semi autonomous agency. between 199 7 and 200 4, the fund distributed approximately us$ 20 0 million through payment for ecosystem service schemes to protect over 46 0,00 0 hectares of forests, establish forestry plantations and to provide additional income to more than 8,00 0 forest owners teeb, 200 9. ",3.0
989,"decentralized funds sources of decentralized funding, including the local development fund and malawi social action fund present significant opportunities for district restoration priorities. there is strong potential to leverage this funding for efforts including construction of small scale infrastructure or cutting of fire breaks among others.",3.0
990,"national and international public private investment is a further source of restoration financing. private investors require a sound return. total bankable assets of retail and institutional investors amounted to $17 5 trillion in 201 4  and miro responsible investing, 201 6. therefore, decision makers in finance and planning request economic information as much and precise as possible on the benefits and trade offs of ecosystem service changes resulted from specific restoration activities. to do this, it is important to distinguish between public and private benefits and identify the restoration beneficiaries and responsibilities, as many of the ecosystem benefits gained from restoration activities are public goods in nature and not traded in markets. moreover, despite of plenty of capital available at a global level, there are numerous barriers in allocating it to promising flr related project ideas that are not ready or bankable just yet. in this context, microfinance agencies may serve as an intermediate between the private investors and smallholder farmers in malawi, providing services for entrepreneurs and small businesses lacking access to banking and related services and helping develop bankable projects at a larger scale that will be attractive enough to international private investors. ",3.0
991,"landscape restoration is currently at an early stage of growth where the business models are not well understood and cash flows are unpredictable. given the high level of uncertainty, it is best suited to private investors with a high risk tolerance. moreover, private investors will also need to better understand the costs of capital and opportunities. private sector investments in smallholder based restoration activities may be too risky and too costly in terms of transaction costs, but there are opportunities for the private sector to invest in activities that source and add value to restoration products. ",3.0
992,"in developing countries like malawi, where domestic financial resources are limited, international public finance is vital. below we discuss several potential sources of funds to capitalize a national restoration fund.",3.0
993,"development finance institutions dis dis are alternative financial institutions that include microfinance institutions, community development financial institutions and revolving loan funds. dis were created to address failures in the private markets for capital that prevented funds from flowing to viable and beneficial projects because the private returns were either too low because the projects were designed to create mostly public goods or because the projects were too risky. according to levere, schweke, and woo 200 6 dis serve two primary functions today. first, they work with private investors to provide catalytic capital, reduce the risk of investments and create other financial incentives to secure the involvement of mainstream finance. second, dis deliver financial products and services in marginalized communities and industrial sectors. these functions have earned dis with the title of market makers because their activity in a community or an economic sector can unlock previously untapped economic potential. ",3.0
994,"recent trends in the dpi industry of malawi may make them potentially good sources of funds for agricultural based restoration activities. according to a 200 6 report on expanding access to financial services in malawi, the dpi industry has begun earmarking large sums of money to develop community managed savings and credit groups similar to iucns community environment conservation fund concept uncut 200 6. additionally, dis could work with more mainstream lenders and microfinance institutions to de risk investments in smallscale activities that are too risky to be eligible for traditional sources of financing. ",3.0
995,"the global environment facility gef7 set up by the world bank, the united nations environment program neptune and the united nations development program undo to support the three major rio conventions the united nations framework convention on climate change , the convention on biological diversity cad and the united nations convention to combat desertification unccd. the gef, which was established in 199 1, was created to distribute grants to developing countries that support actions to address critical threats to the global environment. since 200 6, when land degradation became a focal area, the gef has invested more than us$87 6 million in resources for at least 19 0 projects and programs that encourage use of sustainable land management, leveraging more than us$3 billion of private co financing nce, 201 6. ",3.0
996,"the gef could be a potential source of funding for specific restoration activities projects in malawi, especially forestry based restoration projects that are designed to create large public benefits and are therefore unattractive to private investors. since joining the gef, malawi has received over $4 2 million from the gef to fund 1 8 national projects and 2 5 small grants. the gef investments helped to secure more than $19 7 million in co financing gef 201 2. malawi has also participated in 1 7 regional and global projects financed by the gef totaling more than $9 4 million and attracting over $17 0 million in co financing. previous projects financed by the gef include sustainable land management projects like the private public sector partnership on capacity building for sustainable land management. the project was created to reduce land degradation in the shire river basin by improving institutional, policy and payment for environmental service agreements. in the 6 ht overall performance of the gef, which runs from july 1 st, 201 4, to june 30 th, 201 8, malawi has been allocated $9.8 million in grants across three thematic areas related to restoration land degradation, climate change, and biodiversity gef 201 6. according to the gef, malawi has already allocated $8 million and has $1.7 million remaining to be allocated for biodiversity related purposes. ",3.0
997,"the green climate fund cf and other climate related funds8 in 201 0, the green climate fund cf was created under the  to become the major fund for financing climate mitigation and adaptation activities, which include projects, programs, policies and other activities. as an example, the cf finances activities to both enable and support adaptation, mitigation including redd+, technology development and transfer including ccs, capacity building and the preparation of national report cf 201 6. the cf is meant to leverage additional private sector finance, but nevertheless requires a substantial share of public funding. pledges from several donor countries amounted to some $3 5 million by 201 4, although theobjective is to distribute $10 0 billion through the fund, annually, by 202 0. other climate change related funds also harbor opportunities for malawi. the redd+ program, which refers to reducing emissions from deforestation and forest degradation in developing countries, was set up by 7 the gef has a gender component, which means it could be advantageous for the country to include gender as a central theme in any gef proposals.",3.0
998,"the  to mobilize funds for preventing deforestation and forest degradation in developing countries in order to reduce ghg emissions beg et al, 201 5. in addition to direct financing flows to redd+, many other multilateral climate funds also support ghg emission reductions from land use. for instance, the bio carbon fund initiative sustainable forest landscapes  a multilateral fund of us$28 0 million was created in 201 3 to reduce ghg emissions from land use through redd+ and sustainable agriculture, as well as smarter land use planning, policies and practices. ",3.0
999,"malawi appears to be well positioned to acquire cf and other climate change related funds for to support several aspects of designing and implementing a national restoration strategy. malawi is a signatory to all three major rio conventions and the country has actively participated in the  cops. according to the redd desk, malawi has been working in earnest on a national redd+ program and the gom is also in the process of finalizing a national climate policy redd desk 201 6. the 201 2 draft of the national climate change policy would prioritize both adaptation and mitigation and identifies various mitigation measures, including reducing deforestation, sustainable crop and livestock production, controlling vehicle emissions, and promoting low carbon technology wad 201 2. malawi has used these documents to advocate at the cops for a redd+ window within the cf in order to fund the countrys increased commitments to improve the productivity of agriculture in order to help smallholders adapt to climate change and improve the countrys overall food security. ",3.0
1000,"gcf funds could support multiple aspects of malawis national restoration strategy if they are deemed to have the potential to transform the agriculture and forestry sectors and add value to existing funding. activities could include an expansion of restoration extension & knowledge sharing programs, the creation of a multiculturalism taskforce to review the feasibility of creating a national restoration fund to pay for activities and material inputs that are necessary for the to achieve the countrys restoration commitment, but that may not generate returns for private sector investors, and a regulatory framework and tax regime to cover the funds annual operating expenses and the establishment of a task force to review agricultural and forest subsidies that could be phased out and tax revenue that could be transferred to support restoration activities and a transition to a restoration economy. cf funding could also be used to support institutional capacity building to create market conditions that incentivize restoration. ",3.0
1001,"official development assistance ado malawi received approximately $93 0 million in overseas development assistance ado in 201 4 coed 201 6. these funds are channeled via multilateral organizations earmarked contributions, but not the core contributions to the gef and other multilateral agencies such as the world bank or regional development banks rdbs. the funds have been allocated across many different thematic areas and this is what makes ado so attractive as a source of funding for malawis national restoration strategy. malawi has used ado funds to invest in institutional reform, infrastructure development, capacity building, and a number of other unrelated activities. in short, ado is a flexible source of funding that can pay for investments in areas that the private sector would not be interested in. like the gcf, ado funding could be used to invest in multiple aspects of malawis national restoration strategy. however, in order to take advantage of the opportunities to invest ado funds in a national restoration strategy the gom would potentially need to re allocate some of its ado funding toward restoration activities because ado allocations have been falling since 201 2 coed 201 6.",3.0
1002," provide for the full participation and empowerment of women and take steps to enhance gender equity in all communications and outreach, training, technical assistance and other support for restoration interventions.",1.0
1003,"policies and institutions analysis of enabling conditions for large scale flr led to a number of recommendations for policies and laws, enforcement, education and awareness, cultural factors, and finance. ",1.0
1004," the national environment policy 200 6 is recommended as the overarching framework instrument for forest landscape restoration. the policy 200 6 is recommended to undertake further policy gap analysis and to identify additional options to mainstream flr and improve implementation. this effort should establish a rolling policy and legal review timetable and engage each policy and law review process to enhance the flr provisions. this process should led by the ministry of natural resources, energy and mining and department of environmental affairs.",1.0
1005," build national ownership for flr interventions through a comprehensive communications strategy. link school flr activities with parents associations and wider community groups. build on supportive cultural aspects that have a bearing on forest use including gulewamkuluto spur greater community mobilization, and address cultural barriers to restoration including production, transport, and use of charcoal. include financial institutions in advocacy and awareness campaigns. ",1.0
1006,"economics and finance key recommendations to capitalize on the potential economic and financial benefits of restoration interventions are  prioritize the implementation of restoration interventions with relatively lower costs and higher benefits including conservation agriculture, farmer managed natural regeneration, and other forms of agroforestry. ",1.0
1007," diversify domestic government budget allocations from subsidies for mineral fertilizers to support for increased extension services, training and outreach programs to promote forest landscape restoration activities. ",3.0
1008," create and support institutions to extend farm credit to smallholders with an interest in investing in plantation forestry, expansion of woodlots and value added processing and marketing of tree and forest products.",3.0
1009," focus the government public works programme cash for work scheme at restoration activities, in particular watershed management. a significant proportion of households depend on gangway for household income. this comes from employment by other households in the community mainly assistance with agricultural production, but also cash for work programmes. these programmes especially the world bank funded malawi social action fund and its public works programme, provide significant inputs that could be more strongly directed towards restoration actions at the village level. ",3.0
1010," build restoration focused financial infrastructure at district and community level, and build on the village and savings associations vela to incentivise restoration. financial mechanisms at the village or the district level for restoration must be strengthened. introduce new financial mechanisms including a revolving fund at the village level, and provide incentives for restoration through local financial institutions. the vela are the most widespread and effective of community level financial interventions. these most commonly deliver a double bottom line of financial and social benefits to members. to align these with the sustainable development goals especially goal 1 5 they must add environmental sustainability objectives. methods to do this have been identified wild et al., 200 8 and applied in uganda. ",3.0
1011,"next steps include 1 use the mca to develop technical intervention packages based on the combinations of mca input criteria for each of the 5 interventions, 2 develop district level plans for implementation of flr packages and action plans for business model development, 3 conduct economic and financial cost benefit analysis at district level, for each scenario or along value chains and business models and 4 identify funding mechanisms for investment ready business models.",3.0
1012," disseminate nfl food security assessment outcomes to agricultural and food security response programmes and strategies, to foster cross sectoral collaboration as well as access to finance for agricultural technologies and natural regeneration.",3.0
1013,"key recommendations are 1 integrate flr planning through district development plans, in particular into disaster risk management projects and programmes, 2 integrate the flr snap into the national resilience plan and related policies, programmes, and sustainable development planning processes and strategies, and 3 apply the nflra to unlock finance from the disaster risk management and resilience sector, including via projects from undo malawi, the european community humanitarian offices disaster preparedness , enhancing community resilience project ecru funded by dfid, irish aid, and norway, the world bank shire river basin management programme srbmp, and integrated flood risk management plan ifrmp.",3.0
1014,"there are significant opportunities to facilitate and accelerate the widespread adoption of a range of restoration practices, including agroforestry, improved forest management and commercial tree plantations. effective approaches will need to address the need for improved access to training and extension services, increased communication and outreach about economic benefits, increased support for farmer to farmer visits and community and district level exchange visits. in the case of participatory forest management, attention to forest governance and transparent, equitable benefit distribution is vital. in the case of commercial tree plantations, access to start up financing and credit for value added processing and marketing, as well as the development of insurance markets and risk avoidance strategies could be very important.",3.0
1015,"green economy can reduce vulnerability. on the international scene, efforts are being directed to economic growth based on the green economy9 concept with pathways to sustainable development and poverty reduction neptune 201 1. to be successful, however adaptation and mitigation issues should be mainstreamed in national and international sustainable development priorities and sector programs. the design of climate change policies should also promote activities with multiple benefits to catalyze progress in achieving sustainable development goals, while contributing to adaptation and mitigation objectives. ",3.0
1016,"the decision to conduct this study was taken by the government of malawi with financial support from the japanese government and the united nations development programme undo through a two year project building capacity for integrated approaches to climate change adaptation in malawi. one of the five outputs of the project is climate change resilient policies with measures implemented in the priority sectors. the general objective of the project is to enhance malawis existing climate initiatives by strengthening capacity for long term investment in, and management of climate change for sustainable development. ",1.0
1017,"currently, climate policy instruments are limited as they operate within the context of general environmental management frameworks. hence, they are limited in scope reducing their effectiveness in addressing the full range of challenges posed by climate change. further, they provide inadequate incentives and enforcement tools for mitigation action. both the initial and second national communications to the  and the napa developed by malawi outline strategies that can contribute to ghg mitigation while addressing other critical development objectives. these plans can serve as a basis for defining and recognizing nationally appropriate actions in a new climate policy. however, government faces national and local challenges in meeting international commitments, while ensuring that climate action remains compatible with its development agenda. thus, we have witnessed a slow implementation process of the napa. given the multi agent and collective action nature of the climate problem, government will need to set incentives for local governments, households, communities and particularly the private sector, through pricing, taxation, regulation, and long term planning. ",2.0
1018,strengthening the capacity of the stakeholders in the sector in provision of agricultural services. ,1.0
1019,"to promote public and private sector participation in water resources management, development supply, and conservation. ",1.0
1020,"the policy has been developed with the aim of inducing and guiding sustainable mineral development in the country. malawi wants to develop the existing potential of the mining sector as outlined in the malawi economic growth strategy. the development of the mineral sector is considered as one of the main keys for a the diversification of the countrys economy,economic growth andsustainable development. since the sector is an integral part of the national economy, the policy should be consistent with the overall governments policies. this requires that appropriate frameworks for investment in this sector must be established. consequently, during the development of the policy, there has been a wide recognition of the need to attract investors for the sector to grow, while delivering tangible social and economic benefits to the people of malawi. ",1.0
1021,"the policy document is the product of extensive consultations with a wide range of stakeholders including mining industry, government departments, academic institutions, local assemblies, civil society, mining associations, taramasalata organizations, traditional leaders, donors and bilateral agencies. the policy defines the developmental and supportive role of the government for this sector. it recognizes the role of government as regulator, and the role of the private sector as player in fulfilling the main objectives to enable the sustainable development of the mineral sector. therefore, this policy reflects principles, issues and aspirations of stakeholders table 3.1 1 ",1.0
1022,"malawi developed and approved the first national science and technology policy nonstop in 199 1 and was revised in 200 2. despite approval, the policy has not been fully implemented largely due to the lack of an implementation plan and an uncoordinated pluralistic approach to science, technology and innovation sti. at the time of reviewing the nonstop in 200 2, the development approach by government was based on the malawi poverty reduction strategy which expired in 200 5 and was replaced by the mgds which emphasizes wealth creation and economic growth. the need to revise the nstp, hereafter referred to as sch policy, was therefore intended to re align focus and approaches to the mgds and to international instruments to which malawi is a party, including the cads protocol on science, technology and innovation; and the african union au consolidated plan of action cpa for science and technology. it further sought to address critical gaps in the integration of sch into national planning and budgetary allocation, issues of capacity building, and coordination. the sch policy 200 9 goal is to attain sustainable economic growth that is driven by science, technology and innovation and its objective is to provide guidance and support for the development and application of sti. the sch policy 200 9 has 1 4 priority areas and priority area 1 3 is on climate change and environment. the goal of the thematic area is to ensure sound environmental management in order to mitigate against climate change, specifically, ensuring;availability of appropriate technologies to adapt and mitigate against effects of climate change; ii capacity development in climate monitoring and early warning; iii in depth understanding and awareness of the impacts of climate change; and iv contribution to mainstreaming climate change, particularly adaptation, in national development. from the foregoing, it is clear that the science and technology sector has embraced climate change issues in its policy and what remains is to implement in relation to the proposed climate change policy. ",1.0
1023,"2.4.6 the national forestry programme the government of malawi launched the tree planting and management for carbon sequestration and other ecosystems services in january 200 7. the overall objective of the programme is to increase the area under forest cover in malawi in order to enhance carbon sequestration and other ecosystem services that may contribute to the reduction of green house gases in particular, and carbon dioxide in the atmosphere. under the programme government will identify potential local and international buyers of carbon and the funds generated from carbon sales will be utilized for reforestation and other programmes on environment. monetary incentives are provided to farmers, an equivalent of us$13 0.0 0 per hectare per year. however there have been challenges in identifying farmers who can be able to allocate enough land, typically 1 to 5 hectares of land for forest. moreover, government of malawi has not yet been able to identify the carbon buyers. reforestation and afforestation are some of the measures that would mitigate the impact of climate change. it is envisaged that these measures will lead to an increase in carbon uptake by forests. ",3.0
